"ADream_1831" "ArthurMervyn_1793" "Assignation_1834" "BlithedaleRomance" "ChroniclesOftheCanongate2" "Destiny2" "HarryandLucy1" "HistOfNY" "Klosterheim_2" "LastDayOfPompeii3" "LastMohicans_4" "MinorMorals1" "PericlesAndAspesia2" "PiazzaTales" "QuakerCity" "RealLifeInLondon_1" "RecollectionsofSouthernMatron_2" "Rookwood1" "SheppardLee2" "Spaewife3" "StLeon_1" "TheDoctor2"
"preserve" 0 0.00268366320026837 0 0.00131132063100749 0.0024268899405412 0.00185832156396343 0 0.00274092752987611 0 0.00997158099416662 0.00272027420363973 0 0.00251167930878585 0.00125572926477052 0.0019262923495373 0.00166372741490034 0 0.00683340166735001 0.00293001655459353 0 0.00520643515385016 0.00470776545912483
"prize" 0 0.00603824220060382 0 0.00131132063100749 0 0.00185832156396343 0 0.00274092752987611 0 0.00249289524854166 0.00272027420363973 0 0.00251167930878585 0.00125572926477052 0.00385258469907461 0.00665490965960137 0 0 0 0 0.00911126151923778 0.00235388272956241
"readers" 0 0 0 0.00131132063100749 0.00728066982162359 0 0 0.0465957680078939 0 0 0 0.00574877838459327 0 0 0.0019262923495373 0.00665490965960137 0.00806516654568917 0.003416700833675 0.00293001655459353 0 0.00520643515385016 0.0353082409434362
"thar^s" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tired" 0 0.00268366320026837 0 0.00262264126201498 0.0024268899405412 0.00557496469189028 0.0325918683288519 0.00182728501991741 0 0.00498579049708331 0.00544054840727945 0.0114975567691865 0.00502335861757171 0 0.00231155081944477 0.000831863707450171 0.00806516654568917 0 0.00586003310918707 0.00272903419479846 0 0.00235388272956241
"traced" 0 0.00268366320026837 0 0.00131132063100749 0 0 0 0.00456821254979352 0.0114090131203651 0 0.00816082261091918 0.00574877838459327 0.00251167930878585 0.00251145852954103 0.000385258469907461 0 0.0241954996370675 0.0136668033347 0 0 0.00130160878846254 0
"utterance" 0 0.00469641060046964 0 0.0118018856790674 0 0.0167248940756709 0 0 0 0 0.00544054840727945 0.0143719459614832 0.00251167930878585 0 0.00154103387962984 0.000831863707450171 0 0.00683340166735001 0 0.00272903419479846 0 0.0117694136478121
"victims" 0 0.00335457900033546 0 0.00131132063100749 0.0024268899405412 0 0 0.00182728501991741 0 0.0124644762427083 0.0163216452218384 0 0 0.00125572926477052 0.00231155081944477 0.00249559112235051 0 0 0.0087900496637806 0.00818710258439538 0.00260321757692508 0.00235388272956241
"visitors" 0 0.000670915800067092 0 0 0.0024268899405412 0.00557496469189028 0.0101849588527662 0.00274092752987611 0 0.00997158099416662 0.00272027420363973 0.00287438919229664 0.00502335861757171 0.00753437558862309 0.00269680928935223 0.0116460919043024 0.0161303330913783 0 0 0.00272903419479846 0 0.00706164818868724
"baby" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00308206775925969 0.000831863707450171 0.0161303330913783 0 0 0.00272903419479846 0 0
"closet" 0 0.0100637370010064 0 0.00262264126201498 0 0 0.00407398354110649 0 0.0684540787221905 0 0 0.00574877838459327 0 0.00125572926477052 0.00924620327777906 0 0 0 0 0.00545806838959692 0.00390482636538762 0
"constantly" 0 0.00134183160013418 0 0.00524528252402995 0 0.00185832156396343 0.00407398354110649 0.00456821254979352 0 0.00498579049708331 0 0.0114975567691865 0.00251167930878585 0.00125572926477052 0 0.00332745482980069 0 0.003416700833675 0.00293001655459353 0 0.00260321757692508 0
"didn^t" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00166372741490034 0 0 0.00146500827729677 0 0 0
"employment" 0 0.0201274740020127 0 0 0.00728066982162359 0 0 0.00182728501991741 0 0 0.00272027420363973 0.0344926703075596 0.00251167930878585 0.00376718779431155 0 0.0058230459521512 0 0 0.00586003310918707 0 0.00780965273077524 0.00470776545912483
"exist" 0 0.00268366320026837 0 0.00393396189302246 0.00485377988108239 0.00371664312792686 0.00407398354110649 0.00182728501991741 0 0 0 0 0 0.00376718779431155 0.00154103387962984 0.00166372741490034 0 0.010250102501025 0.0043950248318903 0 0.00130160878846254 0.00235388272956241
"gathering" 0 0.00134183160013418 0.0451467268623025 0 0.0024268899405412 0 0 0.00639549756971092 0.0228180262407302 0.00498579049708331 0 0.00287438919229664 0.00251167930878585 0.00125572926477052 0.0115577540972238 0.00332745482980069 0 0.003416700833675 0 0.00818710258439538 0 0
"german" 0 0 0 0.00262264126201498 0 0 0 0.00182728501991741 0 0 0 0 0 0 0.00115577540972238 0.00748677336705154 0 0 0.0219751241594515 0 0.00130160878846254 0.00706164818868724
"grounds" 0 0.000670915800067092 0 0.00524528252402995 0.0024268899405412 0.00185832156396343 0 0.000913642509958703 0.0114090131203651 0 0.00816082261091918 0 0.00251167930878585 0.00376718779431155 0.000385258469907461 0 0 0 0 0 0 0.00706164818868724
"heyliger" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"message" 0 0.0127474002012747 0 0.00786792378604493 0.00485377988108239 0.00557496469189028 0 0.00639549756971092 0 0.00747868574562497 0 0 0 0 0.000770516939814922 0.000831863707450171 0 0.003416700833675 0.00146500827729677 0.00545806838959692 0 0
"obscure" 0 0.00469641060046964 0 0.00917924441705241 0.0024268899405412 0 0 0.00365457003983481 0 0 0.00272027420363973 0.00287438919229664 0.00251167930878585 0.00251145852954103 0.00269680928935223 0.00332745482980069 0 0 0 0 0.0130160878846254 0.00235388272956241
"perilous" 0 0.00670915800067092 0 0.00262264126201498 0.00485377988108239 0 0 0.0118773526294631 0 0.00249289524854166 0 0.00574877838459327 0.00251167930878585 0.00376718779431155 0 0.000831863707450171 0 0 0 0.00818710258439538 0.0065080439423127 0
"proposal" 0 0.00603824220060382 0 0.00393396189302246 0.00485377988108239 0.0185832156396343 0 0 0 0.00249289524854166 0.00544054840727945 0 0.00502335861757171 0 0 0 0 0 0.00732504138648383 0.00272903419479846 0.00130160878846254 0.00235388272956241
"quantity" 0 0 0 0.00524528252402995 0.0024268899405412 0 0.0285178847877455 0.00274092752987611 0 0 0 0.0143719459614832 0 0.00251145852954103 0.000770516939814922 0.0124779556117526 0 0 0 0 0.00130160878846254 0.00235388272956241
"refuge" 0 0.00670915800067092 0 0.00131132063100749 0.00728066982162359 0.00371664312792686 0 0.00182728501991741 0 0.00747868574562497 0 0 0.0100467172351434 0.00251145852954103 0.00115577540972238 0.000831863707450171 0 0 0.00586003310918707 0.00545806838959692 0 0.00235388272956241
"stir" 0 0.000670915800067092 0 0.00524528252402995 0.00485377988108239 0.00371664312792686 0.00611097531165974 0.00274092752987611 0 0.00747868574562497 0 0 0.00251167930878585 0.00376718779431155 0.00231155081944477 0 0.00806516654568917 0.010250102501025 0.00293001655459353 0.0163742051687908 0.00130160878846254 0
"struggled" 0 0.00469641060046964 0 0.00524528252402995 0 0.0111499293837806 0.00203699177055325 0 0 0.00747868574562497 0.0163216452218384 0 0 0.00251145852954103 0.0019262923495373 0 0 0.003416700833675 0 0 0.00130160878846254 0
"tranquillity" 0 0.00402549480040255 0 0 0 0.00185832156396343 0 0.0173592076892154 0 0 0 0.00287438919229664 0 0.0100458341181641 0 0 0 0 0 0.00272903419479846 0.0156193054615505 0.00235388272956241
"valuable" 0 0.00536732640053673 0 0.00524528252402995 0.0024268899405412 0 0.00203699177055325 0.00365457003983481 0 0 0 0.0114975567691865 0 0.00627864632385258 0.00115577540972238 0.00831863707450171 0.0161303330913783 0 0.00293001655459353 0 0.00260321757692508 0
"verses" 0 0.000670915800067092 0 0.00786792378604493 0.0024268899405412 0.00557496469189028 0 0.000913642509958703 0 0.00249289524854166 0 0.00862316757688991 0.0276284723966444 0 0.000770516939814922 0 0 0 0.00146500827729677 0 0 0.00706164818868724
"wrapped" 0 0.00469641060046964 0 0 0 0 0.00407398354110649 0.000913642509958703 0 0.00249289524854166 0 0 0 0.00627864632385258 0.00539361857870445 0.000831863707450171 0.0161303330913783 0 0 0 0.00390482636538762 0
"admirable" 0 0.00134183160013418 0 0.00786792378604493 0 0.00371664312792686 0.00203699177055325 0.00182728501991741 0 0.00249289524854166 0 0.00287438919229664 0.00753503792635756 0.00125572926477052 0 0.00831863707450171 0 0.00683340166735001 0 0 0.0182225230384756 0.00470776545912483
"baron" 0 0 0 0 0.00970755976216479 0 0 0 0.0114090131203651 0 0 0 0 0 0.00115577540972238 0 0.00806516654568917 0.003416700833675 0 0 0 0.00235388272956241
"beware" 0 0 0 0.00262264126201498 0.0024268899405412 0 0 0 0 0.00249289524854166 0 0 0.00251167930878585 0 0.00269680928935223 0.00249559112235051 0 0 0.00146500827729677 0 0 0
"canal" 0 0 0.135440180586907 0 0 0 0 0.00182728501991741 0 0 0 0 0 0.00251145852954103 0.000385258469907461 0 0 0 0.00146500827729677 0 0 0.00470776545912483
"couch" 0 0.000670915800067092 0 0 0.0024268899405412 0.00743328625585371 0 0.000913642509958703 0 0.0149573714912499 0 0 0.00251167930878585 0 0.0111724956273164 0.00166372741490034 0.00806516654568917 0 0 0.00545806838959692 0.0065080439423127 0
"dangers" 0 0.0100637370010064 0 0 0.00485377988108239 0.00185832156396343 0 0.00639549756971092 0.0228180262407302 0.00498579049708331 0.00272027420363973 0.0114975567691865 0.00753503792635756 0 0 0.00166372741490034 0 0.003416700833675 0.00146500827729677 0.00545806838959692 0.00260321757692508 0.00470776545912483
"designed" 0 0.0100637370010064 0 0 0.0024268899405412 0 0 0.000913642509958703 0.0342270393610953 0.00249289524854166 0.00272027420363973 0 0 0.00125572926477052 0.00115577540972238 0.00249559112235051 0 0 0.0131850744956709 0 0.00520643515385016 0.00706164818868724
"destroy" 0 0.0080509896008051 0 0 0.00728066982162359 0 0 0.00182728501991741 0 0.00498579049708331 0.00272027420363973 0.00862316757688991 0.00753503792635756 0.00125572926477052 0.000770516939814922 0.00166372741490034 0 0.003416700833675 0.0043950248318903 0 0.00520643515385016 0.00470776545912483
"disappointed" 0 0.000670915800067092 0 0 0.00485377988108239 0.00185832156396343 0.00814796708221299 0.000913642509958703 0 0.00249289524854166 0.00272027420363973 0 0.00251167930878585 0 0 0.00998236448940206 0 0 0.00146500827729677 0 0.00911126151923778 0.00941553091824965
"distrust" 0 0.00201274740020127 0 0 0 0.00185832156396343 0 0.00274092752987611 0 0 0.00544054840727945 0.00287438919229664 0 0.00251145852954103 0.000385258469907461 0.000831863707450171 0 0 0.00293001655459353 0 0.00130160878846254 0.00235388272956241
"element" 0 0.00335457900033546 0 0.0118018856790674 0.0024268899405412 0 0 0.00182728501991741 0 0.00249289524854166 0 0 0 0.00251145852954103 0 0.000831863707450171 0 0.00683340166735001 0.00146500827729677 0.00272903419479846 0 0
"heathen" 0 0 0 0.00131132063100749 0.00485377988108239 0 0 0.000913642509958703 0 0.00747868574562497 0.00544054840727945 0.00287438919229664 0 0 0 0 0 0 0.00146500827729677 0 0 0.00235388272956241
"hesitation" 0 0.0114055686011406 0 0.00393396189302246 0.00728066982162359 0.00185832156396343 0 0.000913642509958703 0.0114090131203651 0.00249289524854166 0 0 0.00502335861757171 0.00125572926477052 0 0.00166372741490034 0 0 0.00146500827729677 0.00818710258439538 0.00260321757692508 0.00235388272956241
"inside" 0 0.00268366320026837 0 0 0 0.00185832156396343 0.0305548765582987 0.000913642509958703 0 0 0 0.00574877838459327 0 0.00251145852954103 0.00231155081944477 0.00831863707450171 0 0 0 0 0 0.00235388272956241
"manly" 0 0.000670915800067092 0 0.00393396189302246 0.00728066982162359 0 0 0.00182728501991741 0 0 0.00272027420363973 0 0 0 0.00963146174768652 0.00166372741490034 0.00806516654568917 0 0 0.00272903419479846 0.00520643515385016 0.00235388272956241
"mixed" 0 0.00134183160013418 0 0.00262264126201498 0.00485377988108239 0.00185832156396343 0.00407398354110649 0 0 0.00249289524854166 0.00272027420363973 0 0 0.0100458341181641 0.00154103387962984 0.00249559112235051 0 0.010250102501025 0 0 0.00780965273077524 0.00235388272956241
"narvaez" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"necessarily" 0 0.00536732640053673 0 0.00655660315503744 0 0.00371664312792686 0 0 0.0114090131203651 0.00498579049708331 0 0.00862316757688991 0 0.00125572926477052 0 0 0 0 0.00146500827729677 0.00272903419479846 0.00520643515385016 0.00941553091824965
"oars" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00753437558862309 0.00154103387962984 0 0.00806516654568917 0 0 0.00272903419479846 0 0
"outward" 0 0 0.0225733634311512 0.00786792378604493 0.0024268899405412 0.00185832156396343 0.00203699177055325 0.00274092752987611 0.0114090131203651 0.00249289524854166 0 0.00287438919229664 0 0 0.00231155081944477 0 0 0.0136668033347 0 0.00272903419479846 0 0.00706164818868724
"passages" 0 0.00268366320026837 0 0.00393396189302246 0.0024268899405412 0 0.00203699177055325 0.00182728501991741 0.0570450656018254 0.0124644762427083 0.00272027420363973 0.00287438919229664 0 0.00502291705908206 0.000770516939814922 0.00166372741490034 0 0.003416700833675 0 0 0.00390482636538762 0.00235388272956241
"pleasing" 0 0.00268366320026837 0 0 0.0024268899405412 0.00557496469189028 0 0.00274092752987611 0 0 0.00272027420363973 0.00574877838459327 0.00251167930878585 0.00502291705908206 0.00308206775925969 0.0058230459521512 0 0.003416700833675 0.0043950248318903 0 0.00780965273077524 0.00941553091824965
"relations" 0 0.00335457900033546 0 0.00655660315503744 0.0024268899405412 0 0 0.000913642509958703 0 0 0 0 0 0 0.00115577540972238 0.00332745482980069 0.0241954996370675 0 0.00146500827729677 0 0.0065080439423127 0.0211849445660617
"retained" 0 0.00335457900033546 0.0225733634311512 0.00524528252402995 0 0.00557496469189028 0 0.00456821254979352 0 0 0.00272027420363973 0 0.00502335861757171 0.00125572926477052 0.000385258469907461 0.000831863707450171 0 0.010250102501025 0.00586003310918707 0 0.0104128703077003 0.00941553091824965
"row" 0 0.00201274740020127 0 0.00131132063100749 0.0024268899405412 0 0.00407398354110649 0.00182728501991741 0 0.0174502667397916 0 0 0 0.00502291705908206 0.00847568633796414 0.00998236448940206 0 0.003416700833675 0 0 0 0
"sinking" 0 0.00402549480040255 0 0 0.00485377988108239 0.00185832156396343 0.00203699177055325 0.00365457003983481 0 0.00997158099416662 0 0.00287438919229664 0 0 0.00539361857870445 0 0 0.010250102501025 0.00146500827729677 0 0.00260321757692508 0.00235388272956241
"towers" 0 0 0 0 0.0024268899405412 0 0.00203699177055325 0.00182728501991741 0 0.00249289524854166 0 0.00287438919229664 0 0 0.00269680928935223 0 0 0 0 0.0109161367791938 0 0
"trusted" 0 0.00402549480040255 0 0.00131132063100749 0.00485377988108239 0.00371664312792686 0 0.00274092752987611 0 0 0.00272027420363973 0.00287438919229664 0.00251167930878585 0 0.000385258469907461 0.00166372741490034 0 0 0 0.00272903419479846 0.00780965273077524 0
"accursed" 0 0.00134183160013418 0.0225733634311512 0 0.00728066982162359 0 0 0.000913642509958703 0 0.00498579049708331 0 0 0 0 0.00462310163888953 0 0 0.010250102501025 0.00146500827729677 0 0.00130160878846254 0
"ale" 0 0 0 0 0.0024268899405412 0.00371664312792686 0.00203699177055325 0.000913642509958703 0 0 0 0 0 0.00125572926477052 0 0.0058230459521512 0 0.00683340166735001 0 0 0 0
"embarrassment" 0 0.00939282120093928 0 0 0.00485377988108239 0.013008250947744 0 0.00182728501991741 0.0114090131203651 0.00498579049708331 0.00544054840727945 0 0 0.00376718779431155 0 0.00665490965960137 0 0 0.00146500827729677 0 0.00520643515385016 0
"en" 0 0 0 0 0 0.00929160781981714 0 0 0.0114090131203651 0.00249289524854166 0 0.00287438919229664 0 0 0.0138693049166686 0.0058230459521512 0 0 0 0.00818710258439538 0 0.0188310618364993
"esteem" 0 0.00939282120093928 0 0 0.00485377988108239 0 0 0.00182728501991741 0 0.00249289524854166 0 0 0.0100467172351434 0 0 0.00166372741490034 0.00806516654568917 0.003416700833675 0.00293001655459353 0.00818710258439538 0.0065080439423127 0.00235388272956241
"executed" 0 0.00536732640053673 0 0 0.00970755976216479 0 0 0 0.0114090131203651 0 0.00272027420363973 0.00287438919229664 0.00251167930878585 0.00125572926477052 0.000770516939814922 0.00748677336705154 0 0.00683340166735001 0.00586003310918707 0.0109161367791938 0.00390482636538762 0.00470776545912483
"exertion" 0 0.00268366320026837 0 0 0 0.00743328625585371 0 0.00182728501991741 0 0 0.00272027420363973 0.00287438919229664 0 0.00125572926477052 0.000770516939814922 0.00249559112235051 0 0.003416700833675 0 0 0.00780965273077524 0.00470776545912483
"folks" 0 0 0 0.00917924441705241 0 0 0 0.00456821254979352 0 0.00249289524854166 0 0 0.00753503792635756 0.00251145852954103 0.00577887704861191 0.00249559112235051 0 0 0.0043950248318903 0.00545806838959692 0 0
"invisible" 0 0.000670915800067092 0 0.00917924441705241 0.0024268899405412 0.00185832156396343 0 0.000913642509958703 0 0.00747868574562497 0 0 0 0.00879010485339361 0.00654939398842684 0.000831863707450171 0 0.003416700833675 0 0.00272903419479846 0.00130160878846254 0.00235388272956241
"literature" 0 0.00201274740020127 0 0.00655660315503744 0 0 0.00611097531165974 0.000913642509958703 0 0 0 0.00287438919229664 0.0150700758527151 0.00125572926477052 0.0019262923495373 0.00249559112235051 0 0 0 0 0.00780965273077524 0
"losing" 0 0.000670915800067092 0 0.00393396189302246 0.00485377988108239 0.00185832156396343 0 0 0 0.00249289524854166 0.0108810968145589 0.00574877838459327 0.00251167930878585 0.00376718779431155 0.000385258469907461 0.00415931853725086 0.0161303330913783 0.003416700833675 0.00146500827729677 0 0.00260321757692508 0
"mail" 0 0 0 0 0 0 0 0.000913642509958703 0.0114090131203651 0 0 0.00574877838459327 0 0.00502291705908206 0.00963146174768652 0.00249559112235051 0 0 0 0 0 0.00470776545912483
"market" 0 0.00536732640053673 0 0.00655660315503744 0.00728066982162359 0 0 0.00548185505975222 0.0114090131203651 0 0 0.0172463351537798 0 0 0.0019262923495373 0.0108142281968522 0 0 0.00732504138648383 0 0 0.00706164818868724
"presume" 0 0.00201274740020127 0 0.00655660315503744 0 0 0 0 0.0114090131203651 0 0 0 0 0.00125572926477052 0.00154103387962984 0.00499118224470103 0 0.00683340166735001 0.00293001655459353 0 0.00130160878846254 0
"pretend" 0 0.000670915800067092 0 0.00262264126201498 0.00485377988108239 0.00557496469189028 0.00203699177055325 0.00548185505975222 0 0.00249289524854166 0 0 0.00251167930878585 0 0.000385258469907461 0.00166372741490034 0 0.003416700833675 0.00732504138648383 0 0.00390482636538762 0
"prosperity" 0 0.00134183160013418 0 0.00917924441705241 0 0 0 0.0118773526294631 0 0.00498579049708331 0 0.00574877838459327 0.00502335861757171 0.00125572926477052 0 0.00166372741490034 0 0 0.00146500827729677 0.00545806838959692 0.0104128703077003 0.00235388272956241
"record" 0 0 0 0.00262264126201498 0 0 0 0.0109637101195044 0 0 0 0 0.00502335861757171 0.00502291705908206 0.00154103387962984 0.00332745482980069 0.00806516654568917 0 0.00732504138648383 0 0.00260321757692508 0.00235388272956241
"remembrance" 0 0.0100637370010064 0 0.00131132063100749 0 0.00371664312792686 0.00203699177055325 0.000913642509958703 0.0114090131203651 0.00249289524854166 0 0.00287438919229664 0.00251167930878585 0 0.000385258469907461 0 0 0.00683340166735001 0.0043950248318903 0.00545806838959692 0.00390482636538762 0.0141232963773745
"seize" 0 0.00268366320026837 0 0.00262264126201498 0 0 0.00203699177055325 0.00456821254979352 0 0.0149573714912499 0.00272027420363973 0.00287438919229664 0.00251167930878585 0.00502291705908206 0.00346732622916715 0.00166372741490034 0 0 0.0043950248318903 0 0.00390482636538762 0
"sounded" 0 0.000670915800067092 0.0225733634311512 0.00262264126201498 0.0024268899405412 0.00185832156396343 0 0.0109637101195044 0 0.00249289524854166 0.00816082261091918 0.00287438919229664 0 0.00376718779431155 0.00462310163888953 0 0.00806516654568917 0.0136668033347 0 0 0.00520643515385016 0
"sufferings" 0 0.00603824220060382 0 0 0 0.00185832156396343 0 0.00182728501991741 0.0114090131203651 0 0 0.0229951135383731 0.00251167930878585 0.00125572926477052 0 0.00249559112235051 0 0.003416700833675 0.00293001655459353 0.00272903419479846 0.00260321757692508 0.00941553091824965
"swords" 0 0 0 0.00131132063100749 0.012134449702706 0 0 0.00365457003983481 0 0.00747868574562497 0 0 0.00251167930878585 0 0.000385258469907461 0 0.00806516654568917 0.003416700833675 0 0.00818710258439538 0 0
"theme" 0 0.00536732640053673 0 0.00655660315503744 0.00970755976216479 0.00557496469189028 0 0.00182728501991741 0.0114090131203651 0 0 0 0 0.00125572926477052 0.000385258469907461 0.000831863707450171 0 0.003416700833675 0 0 0.00130160878846254 0
"twilight" 0 0.00201274740020127 0 0.00917924441705241 0 0 0 0.00365457003983481 0 0.00747868574562497 0 0.00574877838459327 0.00251167930878585 0.00251145852954103 0.00539361857870445 0 0.0161303330913783 0.010250102501025 0 0.00818710258439538 0 0
"accents" 0 0.00872190540087219 0 0.00262264126201498 0.00485377988108239 0.00371664312792686 0 0.000913642509958703 0 0.00498579049708331 0 0 0 0 0.00154103387962984 0 0 0 0.00732504138648383 0.00545806838959692 0.00780965273077524 0
"amount" 0 0.00603824220060382 0 0.00917924441705241 0.0024268899405412 0 0 0.000913642509958703 0 0 0.00272027420363973 0.00574877838459327 0.00251167930878585 0.00125572926477052 0.00577887704861191 0.00998236448940206 0 0 0.00586003310918707 0 0.00780965273077524 0.00235388272956241
"antique" 0 0 0 0.00131132063100749 0 0 0 0.000913642509958703 0 0.00249289524854166 0 0 0 0 0.0019262923495373 0.00499118224470103 0 0.003416700833675 0 0 0 0
"arrested" 0 0.00536732640053673 0 0 0.0024268899405412 0 0 0.00274092752987611 0 0.0199431619883332 0.00272027420363973 0.0114975567691865 0 0.00125572926477052 0.00423784316898207 0.00665490965960137 0 0.0136668033347 0.0043950248318903 0.0136451709739923 0.00520643515385016 0
"barbara" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273336066694 0.00293001655459353 0 0 0
"chanced" 0 0.00603824220060382 0 0.00655660315503744 0 0.00371664312792686 0 0 0 0.00249289524854166 0 0 0 0.00627864632385258 0 0 0 0 0.0043950248318903 0.00272903419479846 0.00130160878846254 0
"christmas" 0 0 0 0 0 0 0 0.000913642509958703 0 0 0 0 0 0.00251145852954103 0.0231155081944477 0 0 0 0 0 0 0.00235388272956241
"crossing" 0 0.00201274740020127 0 0 0.0024268899405412 0.00185832156396343 0.00203699177055325 0.000913642509958703 0 0 0 0.00287438919229664 0 0.00753437558862309 0.00115577540972238 0.00332745482980069 0.0161303330913783 0.003416700833675 0.00293001655459353 0 0 0
"depend" 0 0.00402549480040255 0 0.00131132063100749 0.00485377988108239 0.00185832156396343 0.00814796708221299 0.00274092752987611 0 0.00249289524854166 0.00544054840727945 0.00862316757688991 0.00251167930878585 0.00125572926477052 0.000770516939814922 0 0 0 0 0 0.0104128703077003 0.00235388272956241
"eagerness" 0 0.014760147601476 0 0 0 0 0.00203699177055325 0 0 0.00249289524854166 0.00816082261091918 0.00287438919229664 0 0.00627864632385258 0 0 0.00806516654568917 0 0.00586003310918707 0.00545806838959692 0.0065080439423127 0
"families" 0 0.000670915800067092 0 0.00524528252402995 0.0024268899405412 0 0 0.0109637101195044 0 0 0 0.00287438919229664 0.00502335861757171 0.00376718779431155 0.00423784316898207 0.00665490965960137 0 0 0.0043950248318903 0 0.00520643515385016 0.0117694136478121
"flash" 0 0.00134183160013418 0 0.00262264126201498 0 0.00185832156396343 0 0 0 0.00249289524854166 0.00272027420363973 0 0 0.00502291705908206 0.0115577540972238 0.0199647289788041 0 0.0136668033347 0 0.00545806838959692 0.00130160878846254 0
"foundation" 0 0.00201274740020127 0 0.00393396189302246 0.0024268899405412 0.00185832156396343 0 0.00274092752987611 0 0 0 0.00287438919229664 0.00753503792635756 0.00125572926477052 0.000770516939814922 0.00249559112235051 0 0 0.00293001655459353 0 0.00130160878846254 0.00235388272956241
"other^s" 0 0.00134183160013418 0 0 0.0024268899405412 0 0 0.00548185505975222 0 0 0.0108810968145589 0.00287438919229664 0.00251167930878585 0 0 0.00249559112235051 0 0 0.00146500827729677 0 0.00780965273077524 0
"pages" 0 0.000670915800067092 0 0.00262264126201498 0.0024268899405412 0 0.00203699177055325 0.00548185505975222 0 0 0 0 0.00251167930878585 0.00376718779431155 0.00346732622916715 0.0116460919043024 0 0 0 0.00545806838959692 0.00130160878846254 0
"pledge" 0 0.000670915800067092 0.0225733634311512 0.00524528252402995 0.00728066982162359 0 0 0.00365457003983481 0 0 0.00272027420363973 0 0 0.00125572926477052 0.0019262923495373 0.00332745482980069 0 0.003416700833675 0.00146500827729677 0.00272903419479846 0.00260321757692508 0
"practical" 0 0 0 0.0104905650480599 0 0.00185832156396343 0 0.000913642509958703 0 0.00498579049708331 0 0.00287438919229664 0 0.00125572926477052 0.000385258469907461 0.00499118224470103 0 0 0.0043950248318903 0 0 0.00235388272956241
"proceedings" 0 0.00402549480040255 0 0 0.0024268899405412 0 0 0 0 0 0.00272027420363973 0.00287438919229664 0.00251167930878585 0.00125572926477052 0 0.0124779556117526 0 0.00683340166735001 0.0043950248318903 0.0218322735583877 0.0143176966730879 0
"process" 0 0.00335457900033546 0 0.00262264126201498 0 0 0.00611097531165974 0.00730914007966963 0.0114090131203651 0 0 0 0.00251167930878585 0.00502291705908206 0 0.00166372741490034 0 0 0.019045107604858 0.00272903419479846 0.00520643515385016 0.00470776545912483
"recollections" 0 0.00402549480040255 0 0.00393396189302246 0.0024268899405412 0.00185832156396343 0 0.00365457003983481 0.0228180262407302 0 0.00272027420363973 0 0 0.00125572926477052 0 0 0 0 0.00293001655459353 0 0.00390482636538762 0.0141232963773745
"relative" 0 0.00402549480040255 0 0.00131132063100749 0.0024268899405412 0 0 0 0 0.00997158099416662 0.00272027420363973 0 0.00502335861757171 0.00502291705908206 0.000770516939814922 0.00665490965960137 0.00806516654568917 0 0.00293001655459353 0 0 0.00235388272956241
"retire" 0 0.00536732640053673 0 0.00393396189302246 0.0024268899405412 0.00371664312792686 0 0.000913642509958703 0 0 0.00272027420363973 0 0.00251167930878585 0.00376718779431155 0.00115577540972238 0.00332745482980069 0.00806516654568917 0.00683340166735001 0 0.0191032393635892 0.00260321757692508 0.00941553091824965
"smiles" 0 0.00134183160013418 0.0225733634311512 0 0.00970755976216479 0.013008250947744 0 0.00365457003983481 0 0.00249289524854166 0.00272027420363973 0.00574877838459327 0.00502335861757171 0.00251145852954103 0.00269680928935223 0.00332745482980069 0.0161303330913783 0.00683340166735001 0.00293001655459353 0.00545806838959692 0.0065080439423127 0.00235388272956241
"softly" 0 0.00603824220060382 0 0.00917924441705241 0.0024268899405412 0.00557496469189028 0 0.000913642509958703 0 0.00498579049708331 0 0.00287438919229664 0.00502335861757171 0.00376718779431155 0.0104019786875014 0.000831863707450171 0 0.010250102501025 0.00146500827729677 0.0136451709739923 0.00130160878846254 0
"stroke" 0 0.00335457900033546 0 0.00786792378604493 0.0024268899405412 0.0111499293837806 0.00407398354110649 0.00365457003983481 0 0.00498579049708331 0.00816082261091918 0.00574877838459327 0.00251167930878585 0.00627864632385258 0.000385258469907461 0 0.00806516654568917 0.003416700833675 0.00293001655459353 0.00818710258439538 0.00520643515385016 0
"tahiti" 0 0 0 0 0 0.00185832156396343 0 0 0 0 0 0 0 0.00125572926477052 0 0 0 0 0 0 0 0
"tales" 0 0 0 0.00131132063100749 0.0024268899405412 0 0.00203699177055325 0.00182728501991741 0 0.00249289524854166 0 0 0.00753503792635756 0 0.000770516939814922 0.00166372741490034 0 0 0 0.00272903419479846 0 0
