"ADream_1831" "ArthurMervyn_1793" "Assignation_1834" "BlithedaleRomance" "ChroniclesOftheCanongate2" "Destiny2" "HarryandLucy1" "HistOfNY" "Klosterheim_2" "LastDayOfPompeii3" "LastMohicans_4" "MinorMorals1" "PericlesAndAspesia2" "PiazzaTales" "QuakerCity" "RealLifeInLondon_1" "RecollectionsofSouthernMatron_2" "Rookwood1" "SheppardLee2" "Spaewife3" "StLeon_1" "TheDoctor2"
"king" 0.0829875518672199 0 0 0.00262264126201498 0.22327387452979 0.00371664312792686 0.00407398354110649 0.0100500676095457 0.0114090131203651 0.00249289524854166 0.0108810968145589 0.00574877838459327 0.0477219068669312 0.0138130219124757 0.0119430125671313 0.029115229760756 0 0.00683340166735001 0.00732504138648383 0.327484103375815 0.0325402197115635 0.0211849445660617
"knew" 0 0.0697752432069775 0.0225733634311512 0.0367169776682097 0.024268899405412 0.0445997175351223 0.0570357695754909 0.0173592076892154 0.0684540787221905 0.0249289524854166 0.0734474034982726 0.0776085081920092 0.0251167930878585 0.0226031267658693 0.0184924065555581 0.0183010015639038 0.0161303330913783 0.0273336066694 0.0454152565961998 0.0409355129219769 0.0494611339615765 0.0517854200503731
"friends" 0 0.0315330426031533 0 0.0314716951441797 0.024268899405412 0.0185832156396343 0.0203699177055325 0.00730914007966963 0.0228180262407302 0.0199431619883332 0.0761676777019124 0.0402414486921529 0.0602803034108605 0.00879010485339361 0.0157955972662059 0.0607260506438625 0.0403258327284458 0.02050020500205 0.0468802648734965 0.0436645471167754 0.0130160878846254 0.0164771791069369
"ye" 0 0.00134183160013418 0 0.00393396189302246 0.012134449702706 0 0 0.00730914007966963 0 0.0423792192252082 0.0108810968145589 0 0.0200934344702868 0.00627864632385258 0.114036507092608 0.0191328652713539 0 0.0136668033347 0.0087900496637806 0.136451709739923 0 0.0117694136478121
"master" 0 0.0134183160013418 0 0.00131132063100749 0.0533915786919063 0.0148665725117074 0.00407398354110649 0.0173592076892154 0 0.0324076382310415 0.0190419194254781 0.0431158378844496 0.0200934344702868 0.0916682363282476 0.0130987879768537 0.0141416830266529 0.0161303330913783 0.017083504168375 0.112805637351851 0.00818710258439538 0.0130160878846254 0.028246592754749
"felt" 0.16597510373444 0.0254948004025495 0.0225733634311512 0.048518863347277 0.0169882295837884 0.0483163606630491 0.0346288600994052 0.00730914007966963 0.0684540787221905 0.0947300194445829 0.0108810968145589 0.063236562230526 0.0251167930878585 0.0251145852954103 0.0358290377013939 0.0141416830266529 0.0806516654568917 0.04783381167145 0.0615303476464642 0.0218322735583877 0.123652834903941 0.0329543582138738
"best" 0 0.0194565582019457 0.0225733634311512 0.0327830157751872 0.0485377988108239 0.0427413959711588 0.024443901246639 0.0274092752987611 0.0228180262407302 0.0174502667397916 0.00544054840727945 0.0574877838459327 0.0602803034108605 0.0351604194135744 0.00654939398842684 0.0357701394203574 0.048390999274135 0.023916905835725 0.0278351572686386 0.0109161367791938 0.0286353933461759 0.0941553091824965
"hear" 0.24896265560166 0.0140892318014089 0.0225733634311512 0.0196698094651123 0.0558184686324475 0.0687578978666468 0.0448138189521714 0.00730914007966963 0.0114090131203651 0.0673081717106247 0.0326432904436767 0.0574877838459327 0.0477219068669312 0.0200916682363282 0.0427636901597282 0.0307789571756563 0.0645213323655133 0.0546672133388001 0.0205101158821547 0.0409355129219769 0.00780965273077524 0.0329543582138738
"brought" 0 0.0207983898020798 0 0.0406509395612321 0.0194151195243296 0.026016501895488 0.0264808930171922 0.0264956327888024 0.0798630918425556 0.0149573714912499 0.0326432904436767 0.0488646162690428 0.035163510323002 0.0326489608840334 0.00654939398842684 0.0382657305427079 0.048390999274135 0.0512505125051251 0.0410202317643095 0.0627677864803646 0.0325402197115635 0.0494315373208107
"matter" 0 0.00738007380073801 0.0225733634311512 0.0590094283953369 0.0728066982162359 0.026016501895488 0.016295934164426 0.0210137777290502 0.0228180262407302 0.0124644762427083 0.0136013710181986 0.0287438919229664 0.00502335861757171 0.0188359389715577 0.0142545633865761 0.0191328652713539 0.00806516654568917 0.0136668033347 0.0468802648734965 0.0245613077531861 0.0156193054615505 0.0306004754843114
"body" 0 0.0080509896008051 0 0.0170471682030973 0.0752335881567771 0.0278748234594514 0.0325918683288519 0.0228410627489676 0.0456360524814604 0.0224360572368749 0.059846032480074 0.0114975567691865 0.0125583965439293 0.0313932316192629 0.044304724039358 0.029115229760756 0 0.0717507175071751 0.152360860838864 0.0163742051687908 0.0364450460769511 0.0329543582138738
"known" 0 0.0308621268030862 0.0225733634311512 0.0288490538821647 0.0194151195243296 0.026016501895488 0.016295934164426 0.0484230530278113 0.0456360524814604 0.00747868574562497 0.0217621936291178 0.0229951135383731 0.0150700758527151 0.0251145852954103 0.00924620327777906 0.0557348683991615 0.0241954996370675 0.0136668033347 0.0175800993275612 0.0218322735583877 0.0208257406154006 0.028246592754749
"set" 0 0.029520295202952 0 0.0393396189302246 0.0218420094648708 0.0334497881513417 0.0407398354110649 0.0529912655776048 0 0.0174502667397916 0.0136013710181986 0.0344926703075596 0.0100467172351434 0.0351604194135744 0.0165661142060208 0.0232921838086048 0.0322606661827567 0.023916905835725 0.0468802648734965 0.0654968206751631 0.0273337845577133 0.0470776545912483
"truth" 0 0.0543441798054344 0.0225733634311512 0.0524528252402995 0.0364033491081179 0.0222998587675611 0.016295934164426 0.0319774878485546 0.0114090131203651 0.0224360572368749 0.0244824678327575 0.0977292325380857 0.017581755161501 0.0175802097067872 0.015025080326391 0.0116460919043024 0.0161303330913783 0.030750307503075 0.0527402979826836 0.0109161367791938 0.0195241318269381 0.0141232963773745
"full" 0 0.0254948004025495 0.0677200902934537 0.0445849014542546 0.0339764591675768 0.00929160781981714 0.0570357695754909 0.0429411979680591 0.0228180262407302 0.072293962207708 0.0163216452218384 0.0373670594998563 0.0100467172351434 0.0326489608840334 0.0758959185717698 0.0432569127874089 0.0645213323655133 0.044417110837775 0.0293001655459353 0.00272903419479846 0.0104128703077003 0.0211849445660617
"half" 0 0.0254948004025495 0.0225733634311512 0.0432735808232471 0.024268899405412 0.0222998587675611 0.0387028436405117 0.0402002704381829 0.0456360524814604 0.0698010669591664 0.0136013710181986 0.00574877838459327 0.0200934344702868 0.0401833364726565 0.0285091267731521 0.0457525039097594 0.0806516654568917 0.044417110837775 0.043950248318903 0.0136451709739923 0.0182225230384756 0.0258927100251865
"along" 0.0829875518672199 0.0181147266018115 0 0.0472075427162696 0.00970755976216479 0.0167248940756709 0.0142589423938727 0.0255819902788437 0.0228180262407302 0.0997158099416662 0.0380838388509562 0.0143719459614832 0.0200934344702868 0.0502291705908206 0.123667968840295 0.0482480950321099 0.0161303330913783 0.023916905835725 0.0234401324367483 0.0191032393635892 0.0182225230384756 0.00470776545912483
"morning" 0 0.0335457900033546 0.0451467268623025 0.0236037713581348 0.0339764591675768 0.0297331450234149 0.0509247942638312 0.015531922669298 0.0456360524814604 0.0349005334795832 0.0217621936291178 0.0258695027306697 0.0150700758527151 0.0627864632385258 0.0308206775925969 0.0665490965960137 0.0645213323655133 0.010250102501025 0.0219751241594515 0.0327484103375815 0.0377466548654136 0.0164771791069369
"times" 0 0.0107346528010735 0.0451467268623025 0.0275377332511572 0.0169882295837884 0.0371664312792686 0.0325918683288519 0.0465957680078939 0.0342270393610953 0.0199431619883332 0.0217621936291178 0.0287438919229664 0.0326518310142161 0.0502291705908206 0.0119430125671313 0.0765314610854158 0 0.003416700833675 0.0366252069324192 0.0163742051687908 0.0221273494038632 0.0329543582138738
"water" 0 0.0100637370010064 0.090293453724605 0.0249150919891423 0.0024268899405412 0.00929160781981714 0.222032102990304 0.0319774878485546 0.0114090131203651 0.0473650097222915 0.0217621936291178 0.031618281115263 0.00251167930878585 0.0590192754442142 0.0134840464467611 0.0191328652713539 0.0241954996370675 0.0273336066694 0.0161150910502644 0.00545806838959692 0.00130160878846254 0.00941553091824965
"abbot" 0 0 0 0 0.00728066982162359 0 0 0 0 0 0 0 0 0.00125572926477052 0.0019262923495373 0 0 0 0.0175800993275612 0.0218322735583877 0 0
"heaven" 0.0829875518672199 0.0140892318014089 0 0.0144245269410824 0.0728066982162359 0.0185832156396343 0.00203699177055325 0.024668347768885 0.0228180262407302 0.0299147429824999 0.0244824678327575 0.00287438919229664 0.00502335861757171 0.00376718779431155 0.0273533513634297 0.00831863707450171 0.0645213323655133 0.0136668033347 0.0205101158821547 0.0218322735583877 0.0117144790961629 0.0329543582138738
"days" 0 0.0234820530023482 0.0225733634311512 0.0249150919891423 0.024268899405412 0.0353081097153051 0.0183329259349792 0.0758323283265724 0.0342270393610953 0 0.0108810968145589 0.0517390054613395 0.0602803034108605 0.0602750047089847 0.0215744743148178 0.0183010015639038 0.0241954996370675 0.023916905835725 0.0454152565961998 0.0163742051687908 0.0273337845577133 0.0470776545912483
"together" 0 0.0207983898020798 0.090293453724605 0.0550754665023145 0.0291226792864944 0.0334497881513417 0.0387028436405117 0.0274092752987611 0.0228180262407302 0.0174502667397916 0.0380838388509562 0.0488646162690428 0.0276284723966444 0.0301375023544924 0.0381405885208386 0.029115229760756 0.048390999274135 0.023916905835725 0.043950248318903 0.0300193761427831 0.0325402197115635 0.0211849445660617
"state" 0 0.0523314324052331 0 0.0327830157751872 0.024268899405412 0.0371664312792686 0.00814796708221299 0.0420275554581004 0.0228180262407302 0.00498579049708331 0.029923016240037 0.0258695027306697 0.0200934344702868 0.0238588560306398 0.0181071480856507 0.0282833660533058 0.00806516654568917 0.0273336066694 0.0336951903778256 0.0272903419479846 0.0676836570000521 0.040016006402561
"certain" 0 0.0214693056021469 0.0225733634311512 0.0236037713581348 0.0194151195243296 0.0111499293837806 0.0305548765582987 0.0703504732668202 0.0684540787221905 0.00747868574562497 0.0190419194254781 0.00574877838459327 0.017581755161501 0.0489734413260501 0.0088609448078716 0.0316108208831065 0 0.0512505125051251 0.0336951903778256 0.00545806838959692 0.0351434372884886 0.0541393027799355
"spirit" 0.16597510373444 0.014760147601476 0.112866817155756 0.0314716951441797 0.00970755976216479 0.0222998587675611 0 0.0228410627489676 0 0.0149573714912499 0.0571257582764343 0.0172463351537798 0.017581755161501 0.0150687511772462 0.0107872371574089 0.0108142281968522 0.0322606661827567 0.030750307503075 0.0981555545788834 0.0764129574543569 0.0520643515385016 0.0329543582138738
"hour" 0 0.0469641060046964 0.090293453724605 0.0209811300961198 0.0339764591675768 0.0222998587675611 0.0387028436405117 0.0118773526294631 0.0570450656018254 0.102208705190208 0.0244824678327575 0.0114975567691865 0.0326518310142161 0.0376718779431155 0.0550919611967669 0.0415931853725086 0.0322606661827567 0.0615006150061501 0.0131850744956709 0.0163742051687908 0.0351434372884886 0.0164771791069369
"itself" 0.16597510373444 0.0214693056021469 0.0451467268623025 0.0616320696573519 0.0218420094648708 0.0222998587675611 0.0264808930171922 0.024668347768885 0.0114090131203651 0.0673081717106247 0.0163216452218384 0.0229951135383731 0.0226051137790727 0.0263703145601808 0.0146398218564835 0.0133098193192027 0.00806516654568917 0.0410004100041 0.024905140714045 0.0191032393635892 0.0468579163846514 0.0494315373208107
"lay" 0 0.0248238846024824 0.135440180586907 0.0367169776682097 0.0388302390486591 0.0204415372035977 0.0183329259349792 0.0264956327888024 0 0.0548436954679164 0.0353635646473165 0.00574877838459327 0.0150700758527151 0.0288817730897219 0.0774369524513996 0.0174691378564536 0.0403258327284458 0.044417110837775 0.0322301821005289 0.0545806838959692 0.0143176966730879 0.00235388272956241
"continued" 0 0.0389131164038913 0.090293453724605 0.0157358475720899 0.024268899405412 0.0315914665873783 0.0590727613460442 0.0173592076892154 0.0342270393610953 0.0349005334795832 0.0680068550909932 0.0172463351537798 0.017581755161501 0.0200916682363282 0.0154103387962984 0.0831863707450171 0.0322606661827567 0.030750307503075 0.0161150910502644 0.0382064787271785 0.0195241318269381 0.0117694136478121
"white" 0 0.00201274740020127 0 0.0288490538821647 0.00728066982162359 0.013008250947744 0.016295934164426 0.0100500676095457 0 0.0199431619883332 0.0707271292946329 0.0546133946536361 0.00502335861757171 0.041439065737427 0.107487113104182 0.0191328652713539 0.104847165093959 0.02050020500205 0.0395552234870127 0.00545806838959692 0 0
"fear" 0 0.0268366320026837 0 0.00917924441705241 0.0533915786919063 0.0353081097153051 0.00407398354110649 0.00913642509958703 0.0798630918425556 0.0673081717106247 0.0190419194254781 0.00574877838459327 0.0477219068669312 0.0138130219124757 0.0204186989050954 0.0116460919043024 0.00806516654568917 0.0410004100041 0.0395552234870127 0.0245613077531861 0.0221273494038632 0.0188310618364993
"until" 0 0.00335457900033546 0 0.0222924507271273 0.0218420094648708 0.00743328625585371 0 0.0429411979680591 0.0228180262407302 0.0174502667397916 0.0924893229237507 0.0143719459614832 0.0527452654845029 0.00753437558862309 0.0346732622916715 0.0183010015639038 0.112912331639648 0.030750307503075 0.0586003310918707 0.0163742051687908 0.00130160878846254 0.00470776545912483
"taken" 0 0.0275075478027508 0.0451467268623025 0.0301603745131722 0.0291226792864944 0.0464580390990857 0.0346288600994052 0.0328911303585133 0.0342270393610953 0.0149573714912499 0.0217621936291178 0.0258695027306697 0.0251167930878585 0.0226031267658693 0.010016720217594 0.0390975942501581 0.00806516654568917 0.0615006150061501 0.0380902152097159 0.0463935813115738 0.0234289581923257 0.0659087164277476
"began" 0.16597510373444 0.0301912110030191 0 0.0340943364061947 0.0194151195243296 0.0222998587675611 0.0427768271816182 0.0264956327888024 0.0342270393610953 0.0124644762427083 0.029923016240037 0.0258695027306697 0.0326518310142161 0.0226031267658693 0.0215744743148178 0.0216284563937045 0.0725864989112025 0.02050020500205 0.0849704800832125 0.0900581284283492 0.0364450460769511 0.0141232963773745
"herself" 0.0829875518672199 0.029520295202952 0 0.0668773521813819 0.0218420094648708 0.0984910428900617 0.0285178847877455 0.00365457003983481 0.216771249286937 0.0548436954679164 0.0108810968145589 0.031618281115263 0.0100467172351434 0.00879010485339361 0.00924620327777906 0.00665490965960137 0 0.0273336066694 0.00586003310918707 0.0791419916491554 0.0182225230384756 0.0329543582138738
"dear" 0 0.0100637370010064 0.0225733634311512 0.0196698094651123 0.024268899405412 0.169107262320672 0.222032102990304 0 0.0228180262407302 0.0124644762427083 0.00272027420363973 0.00862316757688991 0.0251167930878585 0.00502291705908206 0.0385258469907461 0.0282833660533058 0.0241954996370675 0.010250102501025 0.0146500827729677 0.0245613077531861 0.0221273494038632 0.0329543582138738
"hope" 0 0.0375712848037571 0.0677200902934537 0.0209811300961198 0.024268899405412 0.078049505686464 0.0753686955104701 0.0127909951394218 0 0.0523508002193748 0.0136013710181986 0.0229951135383731 0.0552569447932888 0.0163244804420167 0.0154103387962984 0.0166372741490034 0.0322606661827567 0.03416700833675 0.0175800993275612 0.0327484103375815 0.0455563075961889 0.0494315373208107
"already" 0 0.0355585374035559 0.0451467268623025 0.0367169776682097 0.0218420094648708 0.0371664312792686 0.00814796708221299 0.0274092752987611 0.0684540787221905 0.0573365907164581 0.0680068550909932 0.00574877838459327 0.0276284723966444 0.0138130219124757 0.00809042786805668 0.0299470934682062 0.00806516654568917 0.03416700833675 0.0395552234870127 0.0272903419479846 0.0572707866923517 0.00941553091824965
"earth" 0.16597510373444 0.0107346528010735 0.0225733634311512 0.0354056570372022 0.0194151195243296 0.00743328625585371 0.00814796708221299 0.0502503380477287 0 0.102208705190208 0.0516852098691548 0.00574877838459327 0.0502335861757171 0.0251145852954103 0.0277386098333372 0.0108142281968522 0.0241954996370675 0.010250102501025 0.0293001655459353 0.00818710258439538 0.0286353933461759 0.0258927100251865
"purpose" 0 0.0603824220060382 0.0225733634311512 0.0603207490263444 0.0679529183351535 0.026016501895488 0.0488878024932779 0.0182728501991741 0.0456360524814604 0.00498579049708331 0.0163216452218384 0.0287438919229664 0.00753503792635756 0.0238588560306398 0.00770516939814922 0.0266196386384055 0 0.023916905835725 0.024905140714045 0.0218322735583877 0.0364450460769511 0.0164771791069369
"woman" 0 0.050989600805099 0.0677200902934537 0.110150933004629 0.0315495692270356 0.0241581803315246 0.0346288600994052 0.0127909951394218 0 0.0149573714912499 0.0408041130545959 0.0201207243460765 0.0100467172351434 0.00627864632385258 0.105560820754644 0.0249559112235051 0.0322606661827567 0.0273336066694 0.0161150910502644 0.00818710258439538 0.0273337845577133 0.028246592754749
"call" 0 0.0181147266018115 0.112866817155756 0.0327830157751872 0.0436840189297415 0.0427413959711588 0.0285178847877455 0.0100500676095457 0 0.0174502667397916 0.0244824678327575 0.00862316757688991 0.0452102275581454 0.0301375023544924 0.0181071480856507 0.0282833660533058 0.0161303330913783 0.030750307503075 0.0278351572686386 0.03547744453238 0.0234289581923257 0.0329543582138738
"blood" 0 0.0154310634015431 0 0.0183584888341048 0.0849411479189419 0.00185832156396343 0.00203699177055325 0.00822278258962833 0.0570450656018254 0.0523508002193748 0.0408041130545959 0.00287438919229664 0.0226051137790727 0.0163244804420167 0.0627971305949161 0.0141416830266529 0.0403258327284458 0.0580839141724751 0.0234401324367483 0.0463935813115738 0.0286353933461759 0.00706164818868724
"high" 0 0.00670915800067092 0 0.0157358475720899 0.0825142579784007 0.0148665725117074 0.0407398354110649 0.0475094105178526 0.0228180262407302 0.0573365907164581 0.0380838388509562 0.0172463351537798 0.0200934344702868 0.0339046901488039 0.0354437792314864 0.0407613216650584 0.0161303330913783 0.030750307503075 0.0146500827729677 0.0245613077531861 0.0130160878846254 0.0306004754843114
"either" 0 0.0207983898020798 0.0225733634311512 0.0419622601922396 0.0315495692270356 0.0464580390990857 0.0203699177055325 0.0264956327888024 0.0114090131203651 0.0274218477339582 0.00816082261091918 0.0258695027306697 0.0401868689405737 0.0200916682363282 0.0204186989050954 0.0232921838086048 0 0.017083504168375 0.0161150910502644 0.0191032393635892 0.0273337845577133 0.0588470682390603
"kind" 0 0.0261657162026166 0.0225733634311512 0.0721226347054118 0.0291226792864944 0.0408830744071954 0.0285178847877455 0.0548185505975222 0.0114090131203651 0.0149573714912499 0.0136013710181986 0.0344926703075596 0.0150700758527151 0.0138130219124757 0.0134840464467611 0.0357701394203574 0.048390999274135 0.00683340166735001 0.0087900496637806 0.0545806838959692 0.0117144790961629 0.0494315373208107
"son" 0 0.0201274740020127 0 0.00262264126201498 0.0825142579784007 0.0222998587675611 0.00203699177055325 0.0146182801593393 0.0114090131203651 0.0349005334795832 0.0380838388509562 0.0258695027306697 0.0426985482493595 0.00251145852954103 0.0165661142060208 0.0133098193192027 0.0403258327284458 0.0649173158398251 0.0263701489913418 0.0327484103375815 0.0846045712500651 0.0329543582138738
"case" 0 0.0241529688024153 0 0.0301603745131722 0.0266957893459532 0.00557496469189028 0.0183329259349792 0.0191864927091328 0.0684540787221905 0.0124644762427083 0.00272027420363973 0.0517390054613395 0.00502335861757171 0.0200916682363282 0.0134840464467611 0.0266196386384055 0.0161303330913783 0.03416700833675 0.0424852400416062 0.00545806838959692 0.0364450460769511 0.0447237718616859
"near" 0 0.0248238846024824 0.0225733634311512 0.0222924507271273 0.0266957893459532 0.0148665725117074 0.0142589423938727 0.00365457003983481 0 0.0249289524854166 0.0217621936291178 0.0201207243460765 0.0200934344702868 0.0313932316192629 0.034288003821764 0.0249559112235051 0.048390999274135 0.0273336066694 0.0175800993275612 0.0382064787271785 0.0195241318269381 0.0188310618364993
"dead" 0.16597510373444 0.03690036900369 0 0.0157358475720899 0.0509646887513651 0.00743328625585371 0.00203699177055325 0.0100500676095457 0 0.087251333698958 0.0489649356655151 0.0172463351537798 0.0150700758527151 0.0276260438249513 0.0963146174768652 0.0191328652713539 0.0322606661827567 0.1093344266776 0.0571353228145739 0.0245613077531861 0.0195241318269381 0.0117694136478121
"length" 0 0.0691043274069104 0.0677200902934537 0.00786792378604493 0.0266957893459532 0.0315914665873783 0.024443901246639 0.033804772868472 0.0570450656018254 0.0423792192252082 0.0326432904436767 0.00574877838459327 0.00251167930878585 0.0200916682363282 0.00500836010879699 0.024124047516055 0.048390999274135 0.0273336066694 0.0043950248318903 0 0.0442546988077264 0.0141232963773745
"family" 0 0.0704461590070446 0 0.00786792378604493 0.0169882295837884 0.0148665725117074 0.00611097531165974 0.033804772868472 0 0.00249289524854166 0.00544054840727945 0.0402414486921529 0.0100467172351434 0.00251145852954103 0.0119430125671313 0.0216284563937045 0.0564561658198242 0.0649173158398251 0.0219751241594515 0.0327484103375815 0.113239964596241 0.0541393027799355
"leave" 0 0.0576987588057699 0 0.0288490538821647 0.0412571289892003 0.039024752843232 0.0264808930171922 0.0164455651792567 0 0.0448721144737498 0.0272027420363973 0.0114975567691865 0.0477219068669312 0.0163244804420167 0.0315911945324118 0.024124047516055 0.00806516654568917 0.03416700833675 0.0146500827729677 0.0272903419479846 0.033841828500026 0.0329543582138738
"short" 0.0829875518672199 0.0241529688024153 0 0.0170471682030973 0.0218420094648708 0.0315914665873783 0.0122219506233195 0.0411139129481417 0.0114090131203651 0.0249289524854166 0.0652865808873535 0.00862316757688991 0.0226051137790727 0.0339046901488039 0.0157955972662059 0.0482480950321099 0.0161303330913783 0.0136668033347 0.0468802648734965 0.0272903419479846 0.0195241318269381 0.0211849445660617
"don" 0 0 0 0 0.0024268899405412 0.00185832156396343 0.00203699177055325 0.00274092752987611 0 0 0 0 0 0.252401582218874 0.0601003213055639 0.00249559112235051 0 0.00683340166735001 0 0 0 0.00941553091824965
"forth" 0 0.0174438108017444 0.0225733634311512 0.0209811300961198 0.0194151195243296 0.039024752843232 0.00203699177055325 0.0603004056572744 0.0228180262407302 0.10470160043875 0.0244824678327575 0.0287438919229664 0.035163510323002 0.0150687511772462 0.0304354191226894 0.0207965926862543 0.0725864989112025 0.0273336066694 0.0205101158821547 0.0218322735583877 0.0104128703077003 0.0141232963773745
"believe" 0 0.0288493794028849 0.0225733634311512 0.0314716951441797 0.0412571289892003 0.0464580390990857 0.0448138189521714 0.0146182801593393 0.0114090131203651 0.0274218477339582 0.0244824678327575 0.0402414486921529 0.0502335861757171 0.0100458341181641 0.0138693049166686 0.0224603201011546 0 0.017083504168375 0.062995355923761 0.00545806838959692 0.0299370021346384 0.0164771791069369
"reason" 0 0.050989600805099 0.0451467268623025 0.0144245269410824 0.0364033491081179 0.0148665725117074 0.0142589423938727 0.0237547052589263 0.0342270393610953 0.0124644762427083 0.0244824678327575 0.0287438919229664 0.0251167930878585 0.0213473975010988 0.00577887704861191 0.0149735467341031 0.00806516654568917 0.017083504168375 0.0307651738232321 0.0245613077531861 0.0130160878846254 0.0541393027799355
"given" 0 0.0328748742032875 0 0.0314716951441797 0.0291226792864944 0.013008250947744 0.016295934164426 0.0328911303585133 0 0.0299147429824999 0.0326432904436767 0.0488646162690428 0.0251167930878585 0.041439065737427 0.0123282710370387 0.0415931853725086 0.0403258327284458 0.010250102501025 0.024905140714045 0.0218322735583877 0.0195241318269381 0.040016006402561
"open" 0.0829875518672199 0.0194565582019457 0 0.0157358475720899 0.0218420094648708 0.0204415372035977 0.0346288600994052 0.0146182801593393 0.0798630918425556 0.0473650097222915 0.0544054840727945 0.0172463351537798 0.0301401517054302 0.0301375023544924 0.0435342070995431 0.0307789571756563 0.048390999274135 0.037583709170425 0.0234401324367483 0.0191032393635892 0.0143176966730879 0.00941553091824965
"fair" 0 0.00268366320026837 0.0225733634311512 0.0262264126201498 0.0752335881567771 0.00743328625585371 0.00407398354110649 0.0484230530278113 0 0.0149573714912499 0.0108810968145589 0.00862316757688991 0.0125583965439293 0.00753437558862309 0.0566329950763968 0.024124047516055 0.00806516654568917 0.023916905835725 0.00146500827729677 0.0382064787271785 0.0117144790961629 0.0235388272956241
"return" 0 0.0637370010063737 0 0.00524528252402995 0.0266957893459532 0.0427413959711588 0.00814796708221299 0.0255819902788437 0.0228180262407302 0.00747868574562497 0.0108810968145589 0.0287438919229664 0.0301401517054302 0.0251145852954103 0.0104019786875014 0.0266196386384055 0.0403258327284458 0.023916905835725 0.0175800993275612 0.0409355129219769 0.0533659603269641 0.00941553091824965
"chapter" 0 0.0322039584032204 0 0.00262264126201498 0.0218420094648708 0.0371664312792686 0 0.0210137777290502 0.0570450656018254 0.0448721144737498 0.0217621936291178 0 0.00251167930878585 0 0.0238860251342626 0.024124047516055 0.0322606661827567 0.02050020500205 0.087900496637806 0.00272903419479846 0.0260321757692508 0.150648494691994
"none" 0 0.0201274740020127 0.0677200902934537 0.0183584888341048 0.0266957893459532 0.0185832156396343 0.0101849588527662 0.0191864927091328 0.0570450656018254 0.0224360572368749 0.0380838388509562 0.00862316757688991 0.0627919827196464 0.0326489608840334 0.00308206775925969 0.0141416830266529 0.0161303330913783 0.030750307503075 0.0307651738232321 0.0163742051687908 0.0117144790961629 0.0329543582138738
"sort" 0 0.00738007380073801 0 0.0314716951441797 0.0145613396432472 0.0371664312792686 0.0407398354110649 0.00274092752987611 0.0228180262407302 0.00498579049708331 0.029923016240037 0.00862316757688991 0 0.082878131474854 0.00500836010879699 0.0490799587395601 0 0.0136668033347 0.0175800993275612 0 0.0546675691154267 0.0423698891321234
"oh" 0 0.0114055686011406 0.0677200902934537 0.0157358475720899 0.0218420094648708 0.0966327213260983 0.118145522692088 0.00730914007966963 0.0684540787221905 0.0897442289474996 0.0136013710181986 0.0373670594998563 0.00753503792635756 0.0138130219124757 0.103634528405107 0.029115229760756 0.0645213323655133 0.044417110837775 0.0483452731507933 0.0300193761427831 0.0143176966730879 0.00470776545912483
"sometimes" 0 0.0134183160013418 0 0.0354056570372022 0.0169882295837884 0.0148665725117074 0.0224069094760857 0.0164455651792567 0.0342270393610953 0.0199431619883332 0.0108810968145589 0.0689853406151193 0.0100467172351434 0.0452062535317386 0.00423784316898207 0.0158054104415533 0.104847165093959 0.0136668033347 0.0131850744956709 0.0191032393635892 0.031238610923101 0.0564931855094979
"feet" 0 0.0161019792016102 0.112866817155756 0.0288490538821647 0.024268899405412 0.013008250947744 0.0224069094760857 0.0137046376493805 0.0228180262407302 0.0498579049708331 0.0489649356655151 0.0143719459614832 0.00502335861757171 0.0326489608840334 0.0797485032708444 0.0191328652713539 0.0241954996370675 0.023916905835725 0.024905140714045 0.0109161367791938 0.00520643515385016 0.0141232963773745
"rest" 0 0.0228111372022811 0 0.0380282982992171 0.0218420094648708 0.0445997175351223 0.0183329259349792 0.024668347768885 0.0570450656018254 0.0448721144737498 0.0190419194254781 0.0287438919229664 0.0226051137790727 0.0313932316192629 0.0134840464467611 0.0124779556117526 0.00806516654568917 0.037583709170425 0.00586003310918707 0.00818710258439538 0.0325402197115635 0.0117694136478121
"course" 0 0.0248238846024824 0.0225733634311512 0.0354056570372022 0.0291226792864944 0.0371664312792686 0.0122219506233195 0.04933669553777 0.0342270393610953 0.00747868574562497 0.0217621936291178 0.00574877838459327 0.0226051137790727 0.0263703145601808 0.02427128360417 0.0374338668352577 0.0403258327284458 0.0273336066694 0.0175800993275612 0.0218322735583877 0.0247305669807883 0.0447237718616859
"next" 0 0.0288493794028849 0.0451467268623025 0.0340943364061947 0.0194151195243296 0.0241581803315246 0.0407398354110649 0.0210137777290502 0.0570450656018254 0.0324076382310415 0.0108810968145589 0.0287438919229664 0.0226051137790727 0.041439065737427 0.0396816224004685 0.0349382757129072 0.048390999274135 0.0273336066694 0.0322301821005289 0.0191032393635892 0.0247305669807883 0.0235388272956241
"appeared" 0.24896265560166 0.058369674605837 0.0451467268623025 0.0458962220852621 0.0169882295837884 0.0167248940756709 0.0101849588527662 0.0137046376493805 0 0.0124644762427083 0.0516852098691548 0.0201207243460765 0.00753503792635756 0.0301375023544924 0.00924620327777906 0.0673809603034639 0.00806516654568917 0.017083504168375 0.0205101158821547 0.0109161367791938 0.0546675691154267 0.0258927100251865
