"ADream_1831" "BelOfPrairieEden" "ConfidenceMan" "Destiny1" "HarryandLucy3" "HistOfNY" "Klosterheim" "LastDayOfPompeii3" "Metzengerstein_1832" "MinorMorals3" "PericlesAndAspesia1" "RealLifeInLondon_2" "RecollectionsofSouthernMatron_1" "Rookwood2" "ScarletLetter" "SheppardLee2" "Spaewife1" "StLeon_1" "TheBravo2" "TheDoctor1" "Wieland" "Woodstock"
"muttered" 0.0829875518672199 0.00692440854010387 0 0.00641203753179302 0 0.000913642509958703 0.00570515746234596 0.0274218477339582 0 0 0 0 0 0.0144707329426235 0.00481562187737019 0.00586003310918707 0 0.00260321757692508 0.0089703529833899 0 0.00607083449690995 0.00601101518532711
"window" 0.0829875518672199 0.0230813618003462 0.00320711552030104 0.00641203753179302 0.0335514175473914 0.00730914007966963 0.0171154723870379 0.00498579049708331 0 0.00384437951714593 0 0.0149675702644271 0.0161316341345378 0.0361768323565589 0.013242960162768 0.0043950248318903 0.0108289566300287 0.00520643515385016 0.0194357647973448 0.00879797646541296 0.0291400055851677 0.00976789967615656
"trees" 0 0.0415464512406232 0.00213807701353403 0.00641203753179302 0.0268411340379131 0.0164455651792567 0.00570515746234596 0.00747868574562497 0 0.0115331385514378 0.00247567647859778 0.0041576584067853 0.0403290853363446 0.0144707329426235 0.0156507711014531 0.00293001655459353 0 0.0065080439423127 0.00149505883056498 0.0175959529308259 0 0.006762392083493
"although" 0 0.00461627236006924 0.00106903850676701 0.0641203753179302 0 0.00456821254979352 0 0 0.190657769304099 0 0.0618919119649444 0.04240811574921 0 0.0108530497069677 0.0204663929788233 0.024905140714045 0.00541447831501435 0 0.00747529415282491 0.00659848234905972 0 0.0262981914358061
"fall" 0 0.0138488170802077 0.00855230805413611 0.00427469168786201 0.0134205670189566 0.015531922669298 0 0.0249289524854166 0.0317762948840165 0.0345994156543134 0.0148540588715867 0.0083153168135706 0.0161316341345378 0.0180884161782794 0.013242960162768 0.0263701489913418 0.0108289566300287 0.0130160878846254 0.0089703529833899 0.0175959529308259 0.0169983365913478 0.00901652277799067
"ay" 0 0 0 0.00641203753179302 0 0.00182728501991741 0.00570515746234596 0.0324076382310415 0 0.00384437951714593 0.0173297353501844 0.00166306336271412 0.0322632682690757 0.0253237826495912 0.00361171640802764 0.00146500827729677 0 0 0.0089703529833899 0.00439898823270648 0.00242833379876398 0.0383202218064603
"wood" 0 0 0.00106903850676701 0 0.0402617010568697 0.00274092752987611 0.0114103149246919 0.00249289524854166 0 0.0115331385514378 0.00247567647859778 0.0083153168135706 0.00806581706726891 0.144707329426235 0.0120390546934255 0.0043950248318903 0 0.0156193054615505 0.00299011766112997 0.00879797646541296 0 0.0127734072688201
"river" 0 0.00923254472013849 0.0074832695473691 0 0 0.0465957680078939 0 0.00249289524854166 0 0.0422881746886053 0.00742702943579333 0.0224513553966406 0.0241974512018067 0 0 0.0131850744956709 0.0379013482051004 0.00260321757692508 0 0.00439898823270648 0.0109275020944379 0.000751376898165889
"conversation" 0 0.00461627236006924 0.00427615402706806 0.014961420907517 0.00335514175473914 0.00182728501991741 0.0171154723870379 0.00997158099416662 0 0.0461325542057512 0.0247567647859778 0.0291036088474971 0.0241974512018067 0.0108530497069677 0.00481562187737019 0.0102550579410774 0 0.0195241318269381 0.00299011766112997 0.0153964588144727 0.0352108400820777 0.0142761610651519
"happiness" 0 0 0.00641423104060208 0.0277854959711031 0.00335514175473914 0.00365457003983481 0.0171154723870379 0.0124644762427083 0 0.0192218975857297 0.0148540588715867 0.0116414435389988 0.0161316341345378 0 0.013242960162768 0.0366252069324192 0.00541447831501435 0.0520643515385016 0.0343863531029946 0.0197954470471792 0.0400675076796056 0.00901652277799067
"ear" 0 0.00923254472013849 0.00213807701353403 0.012824075063586 0 0.00822278258962833 0.0171154723870379 0.0349005334795832 0.0317762948840165 0.0115331385514378 0.0371351471789667 0.0041576584067853 0.0322632682690757 0.0180884161782794 0.013242960162768 0.00586003310918707 0 0.0130160878846254 0.0179407059667798 0.0197954470471792 0.0157841696919659 0.0172816686578154
"standing" 0.16597510373444 0.0276976341604155 0.0171046161082722 0.00641203753179302 0.0201308505284348 0.00456821254979352 0.0171154723870379 0 0 0.00768875903429187 0.00495135295719555 0.00997838017628472 0.0161316341345378 0.00723536647131177 0.0240781093868509 0.0117200662183741 0.0270723915750717 0.00260321757692508 0.00448517649169495 0.00659848234905972 0.0109275020944379 0.0127734072688201
"distant" 0.33195020746888 0.0230813618003462 0.00320711552030104 0.00641203753179302 0 0.00822278258962833 0.00570515746234596 0.0149573714912499 0 0.0115331385514378 0.00742702943579333 0.00332612672542824 0.0161316341345378 0.0108530497069677 0.00361171640802764 0.00293001655459353 0 0.0143176966730879 0.0149505883056498 0.00219949411635324 0.0121416689938199 0.00901652277799067
"apartment" 0 0.00461627236006924 0.00106903850676701 0.00854938337572403 0 0.00182728501991741 0.00570515746234596 0.00249289524854166 0.0953288846520496 0.00384437951714593 0.00247567647859778 0.00997838017628472 0.0322632682690757 0.00361768323565589 0.00722343281605528 0.00732504138648383 0 0.0156193054615505 0.00448517649169495 0 0.0279258386857857 0.047336744584451
"ears" 0 0.00923254472013849 0.00213807701353403 0.00641203753179302 0 0.0201001352190915 0.0114103149246919 0.00498579049708331 0 0.0192218975857297 0.0123783823929889 0.00498919008814236 0 0.00723536647131177 0.00601952734671274 0.00732504138648383 0 0.00130160878846254 0.0194357647973448 0.00879797646541296 0.0169983365913478 0.0157789148614837
"proper" 0 0 0.0106903850676701 0.0213734584393101 0.0301962757926522 0.00913642509958703 0.0285257873117298 0.00747868574562497 0 0.0115331385514378 0.0198054118287822 0.0149675702644271 0 0.0253237826495912 0.00963124375474038 0.0161150910502644 0 0.0117144790961629 0.00747529415282491 0.0307929176289453 0.0121416689938199 0.00751376898165889
"ah" 0 0.0300057703404501 0.0534519253383507 0.014961420907517 0 0.00548185505975222 0 0.0523508002193748 0 0.00384437951714593 0.0297081177431733 0.00748378513221354 0 0.0108530497069677 0.00481562187737019 0.00586003310918707 0 0.00780965273077524 0 0.00439898823270648 0 0.0150275379633178
"instantly" 0 0 0 0.014961420907517 0.00671028350947828 0.00548185505975222 0.0114103149246919 0.00747868574562497 0.0317762948840165 0 0.00247567647859778 0.0083153168135706 0.00806581706726891 0.0108530497069677 0 0.0087900496637806 0.0108289566300287 0.0130160878846254 0.00598023532225993 0 0.0206408372894938 0.0217899300468108
"tom" 0 0 0.00320711552030104 0 0 0.00182728501991741 0 0 0 0 0 0.144686512556128 0 0.00361768323565589 0 0.019045107604858 0 0 0 0.0109974705817662 0 0.00300550759266356
"comes" 0 0.0346220427005193 0.0235188471488743 0.0213734584393101 0.0167757087736957 0.00548185505975222 0.0114103149246919 0.0199431619883332 0 0.00384437951714593 0.0148540588715867 0.0124729752203559 0 0.0180884161782794 0.00963124375474038 0.0102550579410774 0.00541447831501435 0.00780965273077524 0.0164456471362148 0.00219949411635324 0 0.0157789148614837
"tears" 0 0.0415464512406232 0.00320711552030104 0.0406095710346891 0 0.00730914007966963 0.0171154723870379 0.00997158099416662 0 0.0115331385514378 0.0396108236575644 0.0041576584067853 0.0322632682690757 0.0253237826495912 0.00601952734671274 0.0161150910502644 0 0.0156193054615505 0.00598023532225993 0.00219949411635324 0.0339966731826957 0.00450826138899533
"certainly" 0.0829875518672199 0 0.0117594235744372 0.0427469168786201 0.0100654252642174 0.00548185505975222 0.0228206298493838 0.0124644762427083 0 0.0153775180685837 0.0297081177431733 0.0332612672542824 0.00806581706726891 0.0253237826495912 0.00722343281605528 0.0102550579410774 0.00541447831501435 0.0065080439423127 0.00149505883056498 0.00659848234905972 0.00364250069814597 0.0210385531486449
"ere" 0 0.0276976341604155 0.0245878856556413 0.010686729219655 0 0.00182728501991741 0.00570515746234596 0.0523508002193748 0 0.0153775180685837 0.0173297353501844 0.00914684849492766 0.00806581706726891 0.032559149120903 0.00601952734671274 0.00146500827729677 0.00541447831501435 0.00130160878846254 0.0254160001196047 0.00219949411635324 0.0109275020944379 0.0255468145376402
"line" 0.0829875518672199 0.0161569532602424 0.00855230805413611 0.00641203753179302 0.00335514175473914 0.00548185505975222 0 0 0.0317762948840165 0.00384437951714593 0.00742702943579333 0.0182936969898553 0.00806581706726891 0.032559149120903 0.00601952734671274 0.00146500827729677 0.0108289566300287 0.00780965273077524 0.00149505883056498 0.00879797646541296 0.00485666759752796 0.0112706534724883
"easily" 0 0.00461627236006924 0.00534519253383507 0.010686729219655 0.0369065593021305 0.00822278258962833 0.0513464171611136 0.0124644762427083 0 0.0307550361371675 0.0247567647859778 0.00748378513221354 0.00806581706726891 0.0108530497069677 0.00361171640802764 0.0146500827729677 0 0.0221273494038632 0.0119604706445199 0.00879797646541296 0.0412816745789876 0.0150275379633178
"ill" 0 0.0161569532602424 0.0160355776015052 0.0170987667514481 0.0134205670189566 0.00365457003983481 0.0171154723870379 0.00997158099416662 0 0.0269106566200215 0.0247567647859778 0.00748378513221354 0.0161316341345378 0.0434121988278706 0.00842733828539783 0.0117200662183741 0.0595592614651578 0.0208257406154006 0.00747529415282491 0.0131969646981194 0.00849916829567392 0.0180330455559813
"steps" 0.0829875518672199 0.0207732256203116 0.00427615402706806 0.00641203753179302 0.00671028350947828 0.00182728501991741 0.0513464171611136 0.0648152764620831 0 0 0.00742702943579333 0.0108099118576418 0.0161316341345378 0.00723536647131177 0.0240781093868509 0.0043950248318903 0.016243434945043 0.0156193054615505 0.0209308236279098 0.00219949411635324 0.0424958414783696 0.00751376898165889
"walls" 0.0829875518672199 0.0276976341604155 0 0.00213734584393101 0 0.0137046376493805 0.0342309447740758 0.0498579049708331 0.0317762948840165 0.00768875903429187 0.0371351471789667 0.0232828870779977 0.0403290853363446 0.00723536647131177 0.00842733828539783 0.00586003310918707 0 0.0104128703077003 0.0179407059667798 0.00219949411635324 0.00607083449690995 0.00826514587982478
"doctor" 0 0 0.00641423104060208 0.00427469168786201 0.0100654252642174 0 0 0 0 0 0 0.01413603858307 0 0.032559149120903 0.00601952734671274 0.0659253724783545 0 0 0 0.0989772352358957 0 0.101435881252395
"green" 0 0.0484708597807271 0.0181736546150392 0.00854938337572403 0.0268411340379131 0.0164455651792567 0 0.0124644762427083 0 0.0192218975857297 0.0123783823929889 0.0116414435389988 0.0403290853363446 0.0289414658852471 0.00963124375474038 0.00293001655459353 0.0108289566300287 0.00130160878846254 0.00149505883056498 0.0351919058616518 0.00121416689938199 0.00901652277799067
"court" 0 0.00692440854010387 0.0074832695473691 0.012824075063586 0.0100654252642174 0.0109637101195044 0.0171154723870379 0.0199431619883332 0 0.0115331385514378 0.00495135295719555 0.0357558622983536 0 0.0108530497069677 0.00361171640802764 0.0087900496637806 0.016243434945043 0.0208257406154006 0.0313962354418646 0.0109974705817662 0.00364250069814597 0.0150275379633178
"determined" 0 0 0 0.00213734584393101 0.0167757087736957 0.0301502028286372 0.0171154723870379 0 0.0317762948840165 0.0153775180685837 0.00742702943579333 0.0241144187593547 0 0.00361768323565589 0.00361171640802764 0.0161150910502644 0.0108289566300287 0.0247305669807883 0.00747529415282491 0 0.0182125034907298 0.0187844224541472
"fortune" 0 0 0.0160355776015052 0.0384722251907581 0 0.0127909951394218 0.0114103149246919 0.0274218477339582 0.0317762948840165 0.00384437951714593 0.00990270591439111 0.0249459504407118 0 0.0180884161782794 0.00481562187737019 0.0263701489913418 0.0216579132600574 0.0468579163846514 0.0224258824584747 0.0197954470471792 0.0145700027925839 0.0112706534724883
"mouth" 0 0.018465089440277 0.0160355776015052 0.0170987667514481 0.0167757087736957 0.024668347768885 0 0.00498579049708331 0 0.0115331385514378 0 0.0166306336271412 0.0241974512018067 0.0180884161782794 0.00722343281605528 0.0219751241594515 0.00541447831501435 0.00390482636538762 0.0104654118139549 0.0219949411635324 0.00242833379876398 0.0142761610651519
"across" 0 0.0115406809001731 0.00641423104060208 0 0.0167757087736957 0.0164455651792567 0.00570515746234596 0.0349005334795832 0 0 0.0148540588715867 0.00997838017628472 0.00806581706726891 0.0108530497069677 0.0337093531415913 0.0043950248318903 0.0108289566300287 0 0.0134555294750848 0 0.00971333519505591 0.00751376898165889
"probably" 0 0 0.0128284620812042 0.00641203753179302 0.0134205670189566 0.00548185505975222 0.0342309447740758 0.0174502667397916 0 0.0115331385514378 0.00247567647859778 0.0216198237152836 0.0322632682690757 0.0217060994139353 0.0180585820401382 0 0.016243434945043 0.0234289581923257 0.0104654118139549 0.00439898823270648 0.0133558358932019 0.00751376898165889
"visit" 0 0.00230813618003462 0.00320711552030104 0.0555709919422062 0 0.00548185505975222 0.0171154723870379 0.0124644762427083 0 0.0538213132400431 0.0148540588715867 0.0324297355729253 0.0322632682690757 0.00361768323565589 0.00361171640802764 0.0146500827729677 0.0324868698900861 0.00780965273077524 0.0328912942724296 0.00879797646541296 0.0327825062833137 0.00976789967615656
"happened" 0 0 0.0160355776015052 0.0170987667514481 0.0436168428116088 0.00913642509958703 0.0171154723870379 0.00249289524854166 0 0.0384437951714593 0.0123783823929889 0.00997838017628472 0 0.0253237826495912 0.00963124375474038 0.0293001655459353 0.0108289566300287 0.0195241318269381 0.00747529415282491 0.0197954470471792 0.0291400055851677 0.0172816686578154
"respect" 0 0.00230813618003462 0.0138975005879712 0.0299228418150341 0.00671028350947828 0.00913642509958703 0 0.00747868574562497 0 0.0115331385514378 0.0123783823929889 0.0149675702644271 0.0161316341345378 0 0.0156507711014531 0.0146500827729677 0.0379013482051004 0.0299370021346384 0.0179407059667798 0.0175959529308259 0.0194266703901118 0.020287176250479
"supposed" 0 0 0.00534519253383507 0.010686729219655 0.00671028350947828 0.0118773526294631 0.0456412596987677 0.00997158099416662 0.063552589768033 0.0307550361371675 0.00247567647859778 0.00914684849492766 0 0.0108530497069677 0.00601952734671274 0.0293001655459353 0 0.00911126151923778 0.00598023532225993 0.0175959529308259 0.0291400055851677 0.0210385531486449
"wrong" 0 0.0207732256203116 0.00855230805413611 0.00641203753179302 0.00671028350947828 0.00730914007966963 0 0.00498579049708331 0 0.00384437951714593 0.0173297353501844 0.00332612672542824 0.0241974512018067 0.0108530497069677 0.0120390546934255 0.00586003310918707 0.0270723915750717 0.00520643515385016 0.0119604706445199 0.00439898823270648 0.00364250069814597 0.00601101518532711
"castle" 0 0.0253894979803808 0.00106903850676701 0.0235108042832411 0.0100654252642174 0.0127909951394218 0.0342309447740758 0 0.127105179536066 0 0 0.00166306336271412 0 0 0 0 0.108289566300287 0.00130160878846254 0.00747529415282491 0.00219949411635324 0 0.00901652277799067
"brow" 0.16597510373444 0.0946335833814195 0.00427615402706806 0.00427469168786201 0 0.00639549756971092 0 0.0473650097222915 0 0.00768875903429187 0.00742702943579333 0 0.0241974512018067 0.00723536647131177 0.0180585820401382 0.00146500827729677 0.016243434945043 0.00520643515385016 0.00747529415282491 0.00219949411635324 0.00728500139629193 0.013524784166986
"five" 0 0.0276976341604155 0.0128284620812042 0.010686729219655 0.0201308505284348 0.0182728501991741 0 0.00498579049708331 0 0.0192218975857297 0.00742702943579333 0.0174621653084983 0 0.00723536647131177 0.00120390546934255 0.0146500827729677 0.0433158265201148 0.00520643515385016 0.00149505883056498 0.0197954470471792 0.00364250069814597 0.0172816686578154
"justice" 0 0.0115406809001731 0.00641423104060208 0.00427469168786201 0.00335514175473914 0.00822278258962833 0.0456412596987677 0.0124644762427083 0 0 0.0148540588715867 0.0207882920339265 0.00806581706726891 0.0108530497069677 0.00963124375474038 0.0161150910502644 0.0866316530402296 0.031238610923101 0.0642875297142943 0.0153964588144727 0.00849916829567392 0.00525963828716122
"year" 0 0.0138488170802077 0.0074832695473691 0.0170987667514481 0.00671028350947828 0.0191864927091328 0.0114103149246919 0.00997158099416662 0.0317762948840165 0.0192218975857297 0.0148540588715867 0.0207882920339265 0.00806581706726891 0.0108530497069677 0.0144468656321106 0.0131850744956709 0 0.0208257406154006 0.0104654118139549 0.0483888705597713 0.00364250069814597 0.00751376898165889
"language" 0 0.0161569532602424 0.00534519253383507 0.00427469168786201 0.0167757087736957 0.0137046376493805 0.0228206298493838 0.00498579049708331 0 0.00768875903429187 0.0247567647859778 0.0108099118576418 0.00806581706726891 0.00361768323565589 0.00361171640802764 0.0117200662183741 0.0108289566300287 0.0130160878846254 0.0134555294750848 0.0241944352798856 0.0121416689938199 0.0172816686578154
"ought" 0 0.00230813618003462 0.0160355776015052 0.0299228418150341 0.00671028350947828 0.00365457003983481 0 0.00997158099416662 0 0.00384437951714593 0.0420865001361622 0.0232828870779977 0 0.0108530497069677 0.00601952734671274 0.0043950248318903 0.0216579132600574 0.0156193054615505 0.00598023532225993 0.0725833058396569 0.00728500139629193 0.020287176250479
"hall" 0 0.00923254472013849 0.00534519253383507 0.00641203753179302 0.00671028350947828 0.00365457003983481 0.0228206298493838 0.0349005334795832 0 0 0 0.0249459504407118 0.0322632682690757 0.0578829317704942 0.013242960162768 0.00293001655459353 0.0216579132600574 0.00130160878846254 0.00598023532225993 0.00219949411635324 0.00849916829567392 0.020287176250479
"england" 0 0 0.00534519253383507 0.010686729219655 0.0134205670189566 0.0228410627489676 0 0 0 0.00384437951714593 0 0.0216198237152836 0 0.0144707329426235 0.0421366914269892 0 0 0.00260321757692508 0 0.0197954470471792 0.00485666759752796 0.054099136667944
"following" 0 0 0.00855230805413611 0.014961420907517 0.00671028350947828 0.0100500676095457 0.0228206298493838 0.0124644762427083 0 0.0384437951714593 0.0123783823929889 0.0482288375187095 0.0322632682690757 0.0217060994139353 0.00361171640802764 0.0219751241594515 0.0108289566300287 0.0065080439423127 0.0104654118139549 0.00439898823270648 0.00121416689938199 0.00525963828716122
"passing" 0 0.00461627236006924 0.00855230805413611 0.00427469168786201 0 0.00182728501991741 0.0171154723870379 0.00498579049708331 0 0.0153775180685837 0 0.02827207716614 0.0241974512018067 0.00361768323565589 0.013242960162768 0.00732504138648383 0.0216579132600574 0.00911126151923778 0.0194357647973448 0.00879797646541296 0.00849916829567392 0.00601101518532711
"discovered" 0 0.00923254472013849 0.00427615402706806 0.00213734584393101 0.00335514175473914 0.024668347768885 0 0.0174502667397916 0.0953288846520496 0.0153775180685837 0.02228108830738 0.0191252286712124 0.0241974512018067 0.0217060994139353 0.00601952734671274 0.0131850744956709 0.0108289566300287 0.0117144790961629 0.00598023532225993 0.00659848234905972 0.0279258386857857 0.00601101518532711
"enemy" 0.0829875518672199 0.00692440854010387 0.0074832695473691 0.00427469168786201 0.00335514175473914 0.0274092752987611 0.0285257873117298 0.00249289524854166 0 0.00384437951714593 0.00990270591439111 0.0041576584067853 0.00806581706726891 0.0108530497069677 0.0180585820401382 0.00293001655459353 0.00541447831501435 0.0221273494038632 0.00149505883056498 0.00219949411635324 0.0206408372894938 0.0142761610651519
"except" 0.0829875518672199 0 0.00855230805413611 0.0192361125953791 0.00335514175473914 0.0109637101195044 0.0171154723870379 0.00747868574562497 0 0.0115331385514378 0.00495135295719555 0.0149675702644271 0.00806581706726891 0.0144707329426235 0.0168546765707957 0.0234401324367483 0 0.00780965273077524 0.00747529415282491 0.0219949411635324 0.00242833379876398 0.00525963828716122
"path" 0 0.0115406809001731 0.00213807701353403 0.00641203753179302 0.0100654252642174 0.00274092752987611 0.00570515746234596 0.0373934287281248 0 0.00768875903429187 0.00247567647859778 0.00332612672542824 0.0161316341345378 0.0108530497069677 0.0168546765707957 0 0 0.0117144790961629 0.00448517649169495 0.00659848234905972 0.0303541724845497 0.00601101518532711
"desire" 0 0.00230813618003462 0.0074832695473691 0.0170987667514481 0.0100654252642174 0.00182728501991741 0.00570515746234596 0.0124644762427083 0.0317762948840165 0.0269106566200215 0.0148540588715867 0.013304506901713 0.0161316341345378 0 0.00842733828539783 0.0146500827729677 0.0108289566300287 0.016920914250013 0.0149505883056498 0.0109974705817662 0.00607083449690995 0.020287176250479
"formed" 0 0.0115406809001731 0.00534519253383507 0.00854938337572403 0.0167757087736957 0.0201001352190915 0.0114103149246919 0.0149573714912499 0 0 0.00495135295719555 0.0116414435389988 0.0241974512018067 0.0180884161782794 0.00601952734671274 0.0043950248318903 0.00541447831501435 0.0390482636538762 0.00299011766112997 0.00659848234905972 0.0242833379876398 0.0112706534724883
"mordaunt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fancy" 0.0829875518672199 0.0115406809001731 0.0074832695473691 0.012824075063586 0 0.00548185505975222 0.00570515746234596 0.00498579049708331 0 0.0230662771028756 0.02228108830738 0.0108099118576418 0.00806581706726891 0.00361768323565589 0.0216702984481658 0.0131850744956709 0.00541447831501435 0.0143176966730879 0.0134555294750848 0.00219949411635324 0.0267116717864038 0.00976789967615656
"stone" 0 0.0346220427005193 0.0106903850676701 0.00427469168786201 0.0503271263210871 0.0137046376493805 0.00570515746234596 0.0124644762427083 0 0 0.00247567647859778 0.013304506901713 0 0.00723536647131177 0.00120390546934255 0.0146500827729677 0.00541447831501435 0.00130160878846254 0.00747529415282491 0.0175959529308259 0.00364250069814597 0.00751376898165889
"front" 0 0.0115406809001731 0.00106903850676701 0.00213734584393101 0.00671028350947828 0.015531922669298 0.00570515746234596 0.00498579049708331 0 0.00768875903429187 0.00247567647859778 0.0191252286712124 0 0.0108530497069677 0.013242960162768 0.00586003310918707 0.00541447831501435 0.00260321757692508 0.0089703529833899 0.00659848234905972 0.00849916829567392 0.006762392083493
"thrown" 0.0829875518672199 0.00461627236006924 0.0149665390947382 0.010686729219655 0.00335514175473914 0.0118773526294631 0.0342309447740758 0.00997158099416662 0.0317762948840165 0.0115331385514378 0.00990270591439111 0.00914684849492766 0.0161316341345378 0.0108530497069677 0.0228742039175084 0.0117200662183741 0.0216579132600574 0.00780965273077524 0.0254160001196047 0.00659848234905972 0.0121416689938199 0.0120220303706542
"affection" 0 0 0.00213807701353403 0.010686729219655 0 0.00365457003983481 0.00570515746234596 0.00249289524854166 0.0317762948840165 0.0230662771028756 0.00990270591439111 0.00166306336271412 0.0241974512018067 0.0144707329426235 0.0108351492240829 0.0219751241594515 0.00541447831501435 0.0624772218462019 0.0119604706445199 0.00219949411635324 0.0169983365913478 0.00901652277799067
"quiet" 0 0.0138488170802077 0.0074832695473691 0.00427469168786201 0.0100654252642174 0.00730914007966963 0 0.0124644762427083 0.0317762948840165 0.00768875903429187 0.0148540588715867 0.0041576584067853 0.00806581706726891 0.00723536647131177 0.0252820148561935 0.0043950248318903 0.00541447831501435 0.0065080439423127 0.0179407059667798 0.00879797646541296 0.00364250069814597 0.00601101518532711
"darkness" 0.33195020746888 0.0600115406809002 0.00534519253383507 0 0 0.00639549756971092 0.0228206298493838 0.0772797527047913 0 0.00384437951714593 0.00247567647859778 0.0041576584067853 0.0322632682690757 0.0217060994139353 0.00240781093868509 0.00146500827729677 0.00541447831501435 0.0104128703077003 0.00448517649169495 0 0.0157841696919659 0.00601101518532711
"impossible" 0 0 0.0074832695473691 0.00641203753179302 0.0167757087736957 0.00456821254979352 0.0114103149246919 0.00498579049708331 0.0317762948840165 0.0153775180685837 0.00495135295719555 0.013304506901713 0.00806581706726891 0.00361768323565589 0.00842733828539783 0.0043950248318903 0 0.0273337845577133 0.00747529415282491 0.00659848234905972 0.0364250069814597 0.00826514587982478
"peculiar" 0 0.0161569532602424 0.0160355776015052 0.00641203753179302 0 0.00548185505975222 0.0228206298493838 0.0149573714912499 0.063552589768033 0.00384437951714593 0.00495135295719555 0.0041576584067853 0.0403290853363446 0.00361768323565589 0.0156507711014531 0.0146500827729677 0 0.0117144790961629 0.00448517649169495 0.0153964588144727 0.00364250069814597 0.00976789967615656
"real" 0 0.00230813618003462 0.0181736546150392 0.00427469168786201 0.0268411340379131 0.0100500676095457 0.00570515746234596 0 0 0.00384437951714593 0 0.0399135207051389 0 0.0144707329426235 0.0252820148561935 0.00586003310918707 0 0.0143176966730879 0.0089703529833899 0.0109974705817662 0.0121416689938199 0.0150275379633178
"passion" 0 0.0253894979803808 0.0117594235744372 0.0277854959711031 0 0.0201001352190915 0.0171154723870379 0.0149573714912499 0 0 0.0173297353501844 0.00582072176949942 0.0161316341345378 0.00361768323565589 0.0325054476722488 0.0219751241594515 0 0.0299370021346384 0.0119604706445199 0 0.0376391738808417 0.0172816686578154
"reginald" 0 0 0 0.100455254664757 0 0 0 0 0 0 0 0 0 0.00723536647131177 0 0 0 0.031238610923101 0 0 0 0
"repeated" 0 0.00230813618003462 0.00534519253383507 0.012824075063586 0.023485992283174 0.00456821254979352 0.00570515746234596 0.0124644762427083 0.063552589768033 0.0153775180685837 0.0148540588715867 0.00665225345085648 0.00806581706726891 0.0144707329426235 0.013242960162768 0.00293001655459353 0.00541447831501435 0.016920914250013 0.0164456471362148 0.00219949411635324 0.0145700027925839 0.00525963828716122
"conduct" 0 0 0.00427615402706806 0.00213734584393101 0 0.0191864927091328 0.0114103149246919 0.00249289524854166 0.063552589768033 0.0230662771028756 0.00742702943579333 0.0149675702644271 0 0.0144707329426235 0 0.0117200662183741 0.00541447831501435 0.0494611339615765 0.0119604706445199 0.00879797646541296 0.0497808428746616 0.020287176250479
"fallen" 0 0.0115406809001731 0.00213807701353403 0.00854938337572403 0.00671028350947828 0.00730914007966963 0.00570515746234596 0.0124644762427083 0.0317762948840165 0.0115331385514378 0.00990270591439111 0.00582072176949942 0.00806581706726891 0.00723536647131177 0.0240781093868509 0.0087900496637806 0.0324868698900861 0.00520643515385016 0.0104654118139549 0.0219949411635324 0.0157841696919659 0.0112706534724883
"joy" 0 0 0.00213807701353403 0.0170987667514481 0.00671028350947828 0.00639549756971092 0 0.0324076382310415 0 0.00384437951714593 0.0173297353501844 0.00665225345085648 0.0483949024036135 0 0.0216702984481658 0.0175800993275612 0 0.0273337845577133 0.0164456471362148 0.00879797646541296 0.00607083449690995 0.00375688449082945
"need" 0 0.0115406809001731 0.0363473092300785 0.00641203753179302 0.0100654252642174 0.00548185505975222 0.00570515746234596 0.00747868574562497 0 0 0.00990270591439111 0.0083153168135706 0.00806581706726891 0.0144707329426235 0.0240781093868509 0.00732504138648383 0.0108289566300287 0.0065080439423127 0.0433567060863845 0.0131969646981194 0.0194266703901118 0.0157789148614837
"started" 0 0.0323139065204847 0.0138975005879712 0.00641203753179302 0.00335514175473914 0.00456821254979352 0.0171154723870379 0.0149573714912499 0 0.00384437951714593 0 0.00332612672542824 0.0322632682690757 0.0217060994139353 0.00361171640802764 0.00732504138648383 0.0108289566300287 0.00390482636538762 0.0149505883056498 0.00219949411635324 0.0157841696919659 0.0105192765743224
"according" 0 0.00461627236006924 0.0106903850676701 0.00641203753179302 0.00335514175473914 0.0292365603186785 0.0171154723870379 0.00997158099416662 0 0.0230662771028756 0.00247567647859778 0.0174621653084983 0 0.0144707329426235 0.00842733828539783 0.0234401324367483 0.0324868698900861 0.00390482636538762 0.00598023532225993 0.0263939293962389 0.00849916829567392 0.00826514587982478
"filled" 0 0.0161569532602424 0.00534519253383507 0.0170987667514481 0.023485992283174 0.0109637101195044 0.00570515746234596 0.00498579049708331 0 0.0153775180685837 0.00247567647859778 0.01413603858307 0.0161316341345378 0.0108530497069677 0.00240781093868509 0.0293001655459353 0.016243434945043 0.0208257406154006 0.0119604706445199 0 0.0109275020944379 0.006762392083493
"christian" 0 0.00230813618003462 0.0149665390947382 0.0235108042832411 0 0.00730914007966963 0 0.0274218477339582 0 0.0499769337228971 0 0.00083153168135706 0.0241974512018067 0.00361768323565589 0.00963124375474038 0.00732504138648383 0.0216579132600574 0.00260321757692508 0.0149505883056498 0.0197954470471792 0 0.0127734072688201
