"ADream_1831" "BelOfPrairieEden" "ConfidenceMan" "Destiny1" "HarryandLucy3" "HistOfNY" "Klosterheim" "LastDayOfPompeii3" "Metzengerstein_1832" "MinorMorals3" "PericlesAndAspesia1" "RealLifeInLondon_2" "RecollectionsofSouthernMatron_1" "Rookwood2" "ScarletLetter" "SheppardLee2" "Spaewife1" "StLeon_1" "TheBravo2" "TheDoctor1" "Wieland" "Woodstock"
"hurons" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"infant" 0 0 0.00320711552030104 0.00854938337572403 0 0.00456821254979352 0 0.00249289524854166 0 0.0653544517914809 0 0 0.00806581706726891 0.0108530497069677 0.0385249750189615 0.00293001655459353 0 0.00911126151923778 0.00448517649169495 0.0109974705817662 0.00121416689938199 0.00225413069449767
"match" 0 0.00461627236006924 0.00106903850676701 0 0.00335514175473914 0.00274092752987611 0 0 0 0 0.00247567647859778 0.00582072176949942 0 0.00723536647131177 0.00120390546934255 0.00146500827729677 0 0 0.00149505883056498 0 0 0.00525963828716122
"mutual" 0 0 0.00213807701353403 0.010686729219655 0 0.00548185505975222 0.00570515746234596 0.00249289524854166 0 0 0.00742702943579333 0.00665225345085648 0 0 0.00601952734671274 0 0 0.0182225230384756 0.00448517649169495 0 0.00607083449690995 0.00525963828716122
"outside" 0 0 0.00534519253383507 0 0.023485992283174 0.00365457003983481 0.0114103149246919 0 0 0 0 0.0041576584067853 0.00806581706726891 0.00361768323565589 0.00240781093868509 0.00293001655459353 0.00541447831501435 0 0.00149505883056498 0.00659848234905972 0.00242833379876398 0.00450826138899533
"pagan" 0 0 0.00213807701353403 0 0 0.00639549756971092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pages" 0 0 0.00213807701353403 0 0 0.00548185505975222 0 0 0 0.00384437951714593 0 0.00332612672542824 0 0.00361768323565589 0.00601952734671274 0 0.00541447831501435 0.00130160878846254 0 0.00219949411635324 0 0.00150275379633178
"prayers" 0 0.00692440854010387 0 0.00641203753179302 0 0 0.00570515746234596 0.0149573714912499 0 0.0230662771028756 0.00742702943579333 0 0.0161316341345378 0.00361768323565589 0.00240781093868509 0 0 0.00130160878846254 0.0299011766112997 0.00219949411635324 0.00607083449690995 0.00751376898165889
"purse" 0 0 0.00962134656090312 0 0 0.00274092752987611 0.00570515746234596 0.00249289524854166 0 0.00384437951714593 0 0.0041576584067853 0.00806581706726891 0.00361768323565589 0 0 0.0216579132600574 0.00130160878846254 0.00149505883056498 0 0.00121416689938199 0.00375688449082945
"pushed" 0 0.00692440854010387 0.00427615402706806 0.00854938337572403 0.00335514175473914 0.00365457003983481 0.00570515746234596 0.00249289524854166 0 0.00384437951714593 0.00495135295719555 0 0 0 0 0 0.00541447831501435 0.00130160878846254 0.00448517649169495 0 0.00121416689938199 0.00525963828716122
"resistance" 0 0.00461627236006924 0 0.00213734584393101 0.00335514175473914 0 0.0114103149246919 0.00747868574562497 0 0 0.00495135295719555 0.00332612672542824 0 0.00723536647131177 0 0 0 0.00390482636538762 0.00149505883056498 0 0.00607083449690995 0.006762392083493
"revolution" 0 0.00230813618003462 0.00106903850676701 0 0 0.0100500676095457 0 0.00498579049708331 0 0 0 0 0 0 0.00601952734671274 0.0043950248318903 0 0.0104128703077003 0 0.00219949411635324 0.00364250069814597 0
"row" 0 0.00230813618003462 0.00106903850676701 0 0.00335514175473914 0.00182728501991741 0 0.0174502667397916 0 0 0 0.00997838017628472 0.0161316341345378 0.00361768323565589 0.00481562187737019 0 0 0 0.00747529415282491 0.00659848234905972 0.00121416689938199 0
"utterance" 0 0.00692440854010387 0 0 0.00335514175473914 0 0.00570515746234596 0 0 0.00384437951714593 0 0.00249459504407118 0.00806581706726891 0.00723536647131177 0.0108351492240829 0 0 0 0.00149505883056498 0.00439898823270648 0.00971333519505591 0.000751376898165889
"verge" 0 0.00461627236006924 0 0 0 0.000913642509958703 0 0 0 0 0.00247567647859778 0 0 0 0.0108351492240829 0.00146500827729677 0 0 0.00149505883056498 0 0.0109275020944379 0.00300550759266356
"withdrew" 0 0.00230813618003462 0.00534519253383507 0.00641203753179302 0.00335514175473914 0 0 0.0124644762427083 0 0.00768875903429187 0 0.0041576584067853 0 0.00723536647131177 0.00361171640802764 0 0 0.0065080439423127 0.0179407059667798 0 0.0121416689938199 0.006762392083493
"bravo" 0 0.00230813618003462 0.00213807701353403 0 0 0 0 0 0 0 0 0.00083153168135706 0 0.0217060994139353 0 0.00146500827729677 0 0 0.496359531747574 0 0 0
"breathed" 0.0829875518672199 0 0.00427615402706806 0.00854938337572403 0 0.00365457003983481 0.00570515746234596 0.0149573714912499 0 0 0.00495135295719555 0 0 0.0108530497069677 0.00601952734671274 0.00293001655459353 0.00541447831501435 0.00260321757692508 0.00598023532225993 0 0.00364250069814597 0
"compassion" 0 0 0.00213807701353403 0 0 0.00182728501991741 0 0.0124644762427083 0.0317762948840165 0 0 0.00166306336271412 0 0 0 0.00146500827729677 0.0108289566300287 0.00520643515385016 0.00149505883056498 0 0.00728500139629193 0.00300550759266356
"cotton" 0 0 0 0 0.00335514175473914 0.000913642509958703 0 0 0 0.00384437951714593 0 0.00083153168135706 0 0 0 0 0 0 0 0.00219949411635324 0 0
"customs" 0 0 0 0.00213734584393101 0 0.00456821254979352 0 0.00498579049708331 0 0 0.00247567647859778 0.00083153168135706 0 0.00361768323565589 0.00722343281605528 0 0.0108289566300287 0 0.00598023532225993 0.00219949411635324 0.00121416689938199 0.000751376898165889
"desolate" 0 0.00923254472013849 0 0.00213734584393101 0 0.00182728501991741 0 0.00997158099416662 0.0317762948840165 0 0 0.00166306336271412 0 0 0.00361171640802764 0 0.00541447831501435 0.00130160878846254 0 0 0.00485666759752796 0.000751376898165889
"disappointment" 0 0 0 0.0213734584393101 0.0167757087736957 0.000913642509958703 0 0.00498579049708331 0 0 0.00247567647859778 0.00665225345085648 0 0.00361768323565589 0.00120390546934255 0.00586003310918707 0 0.0104128703077003 0.00448517649169495 0.00219949411635324 0.00971333519505591 0.00300550759266356
"doth" 0 0 0 0.00213734584393101 0 0.000913642509958703 0 0.00249289524854166 0 0 0 0.00083153168135706 0 0.0217060994139353 0.00601952734671274 0.0043950248318903 0 0 0.00149505883056498 0.0219949411635324 0 0.00150275379633178
"flask" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hospitality" 0 0 0.00320711552030104 0.010686729219655 0 0.00182728501991741 0.0228206298493838 0.00498579049708331 0 0 0 0.00582072176949942 0 0 0.00120390546934255 0 0.0216579132600574 0 0.00299011766112997 0 0 0.006762392083493
"obeyed" 0 0.00230813618003462 0.00106903850676701 0 0 0.000913642509958703 0.0114103149246919 0.00498579049708331 0 0.00768875903429187 0.00247567647859778 0.00332612672542824 0 0.00361768323565589 0 0 0.00541447831501435 0.00130160878846254 0.0089703529833899 0.00659848234905972 0.00485666759752796 0.00300550759266356
"owner" 0 0 0.00213807701353403 0.00213734584393101 0.00335514175473914 0 0 0 0.063552589768033 0.00768875903429187 0 0.00748378513221354 0 0.00361768323565589 0.00120390546934255 0.00146500827729677 0 0.00130160878846254 0.00448517649169495 0.00439898823270648 0 0.000751376898165889
"plate" 0 0.00230813618003462 0.00534519253383507 0.00213734584393101 0.00335514175473914 0 0 0.00249289524854166 0 0 0 0.0166306336271412 0.00806581706726891 0.00361768323565589 0.00120390546934255 0 0 0.00130160878846254 0 0.00659848234905972 0 0.00450826138899533
"relations" 0 0 0.00106903850676701 0.00213734584393101 0 0.000913642509958703 0 0 0 0 0 0.0041576584067853 0 0 0.00361171640802764 0.00146500827729677 0 0.0065080439423127 0 0 0.00242833379876398 0.00300550759266356
"reminded" 0 0.00230813618003462 0.00320711552030104 0.00427469168786201 0.00671028350947828 0.000913642509958703 0 0.00249289524854166 0 0 0 0.00249459504407118 0.00806581706726891 0 0.00120390546934255 0.00146500827729677 0 0 0.00299011766112997 0.00439898823270648 0.00485666759752796 0.000751376898165889
"seeming" 0 0 0.0160355776015052 0.00641203753179302 0 0.000913642509958703 0 0.00498579049708331 0 0 0 0.00249459504407118 0.00806581706726891 0.00361768323565589 0.00120390546934255 0.00146500827729677 0.00541447831501435 0.00130160878846254 0.00747529415282491 0 0.00242833379876398 0.00450826138899533
"shores" 0 0 0 0.00213734584393101 0 0.0191864927091328 0 0.00498579049708331 0 0.00384437951714593 0.00247567647859778 0.00332612672542824 0 0 0.00120390546934255 0 0.0108289566300287 0 0 0 0.00121416689938199 0
"spain" 0 0 0 0 0 0.000913642509958703 0.00570515746234596 0 0 0.0230662771028756 0 0.00498919008814236 0 0.0108530497069677 0 0 0 0.00130160878846254 0 0 0.00728500139629193 0.00150275379633178
"velvet" 0 0.0161569532602424 0.00106903850676701 0 0 0.000913642509958703 0.00570515746234596 0 0 0 0 0.00166306336271412 0 0.00361768323565589 0.00481562187737019 0 0.0108289566300287 0 0 0.00659848234905972 0 0.00300550759266356
"whale^s" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ancestors" 0 0 0 0.00213734584393101 0.00335514175473914 0.0191864927091328 0 0.00249289524854166 0.0317762948840165 0 0.00247567647859778 0.00249459504407118 0 0 0.00361171640802764 0 0 0.0143176966730879 0.00448517649169495 0.00219949411635324 0.00242833379876398 0.00225413069449767
"apartments" 0 0 0 0 0 0 0.0171154723870379 0.00498579049708331 0 0.00768875903429187 0 0.00748378513221354 0 0 0.00240781093868509 0 0 0.00520643515385016 0.0089703529833899 0.00439898823270648 0 0.0105192765743224
"armour" 0 0 0 0 0.00671028350947828 0.000913642509958703 0 0.0149573714912499 0 0 0 0.00498919008814236 0 0 0 0 0 0.00390482636538762 0 0.00219949411635324 0 0.00826514587982478
"colours" 0 0 0 0.00213734584393101 0.00671028350947828 0 0 0 0 0 0.0148540588715867 0.00665225345085648 0 0 0 0.00293001655459353 0.0108289566300287 0 0 0.00219949411635324 0.00364250069814597 0.00901652277799067
"communicated" 0 0 0.00106903850676701 0.00427469168786201 0.00671028350947828 0 0.0228206298493838 0.00498579049708331 0.0317762948840165 0 0.00247567647859778 0.00083153168135706 0 0 0.00601952734671274 0 0 0.00911126151923778 0.0119604706445199 0.00219949411635324 0.0121416689938199 0.00525963828716122
"count" 0 0.00230813618003462 0 0 0 0.000913642509958703 0.0513464171611136 0.00249289524854166 0.0953288846520496 0 0 0.00498919008814236 0 0 0 0.00146500827729677 0.016243434945043 0.016920914250013 0 0.00219949411635324 0.00121416689938199 0.000751376898165889
"couple" 0 0 0.00213807701353403 0 0 0.00365457003983481 0 0.00498579049708331 0 0 0.00247567647859778 0.00582072176949942 0 0.00361768323565589 0 0 0 0.00130160878846254 0 0.00439898823270648 0.00121416689938199 0
"degrees" 0 0 0.00106903850676701 0.00641203753179302 0.0201308505284348 0.00365457003983481 0 0.00498579049708331 0 0 0.00495135295719555 0.00332612672542824 0 0.00361768323565589 0.00240781093868509 0.00146500827729677 0 0.00520643515385016 0.00149505883056498 0.00439898823270648 0.00121416689938199 0.00375688449082945
"doe" 0 0 0 0 0 0.000913642509958703 0 0 0 0 0 0.00083153168135706 0 0 0 0 0 0 0 0 0 0
"leaped" 0 0.00230813618003462 0 0 0 0.000913642509958703 0 0.00249289524854166 0 0 0 0.00166306336271412 0.00806581706726891 0.00361768323565589 0.00120390546934255 0.00732504138648383 0 0.00130160878846254 0.00747529415282491 0 0.00364250069814597 0.000751376898165889
"luck" 0 0 0.00427615402706806 0 0 0.000913642509958703 0 0.00498579049708331 0 0 0 0.0108099118576418 0.00806581706726891 0.00361768323565589 0 0.00586003310918707 0 0.00130160878846254 0 0 0 0.00375688449082945
"message" 0 0.00461627236006924 0 0 0 0.00639549756971092 0.0114103149246919 0.00747868574562497 0 0 0 0.00083153168135706 0.00806581706726891 0 0.00361171640802764 0.00146500827729677 0.016243434945043 0 0 0 0.00121416689938199 0.00826514587982478
"nonsense" 0 0 0.00320711552030104 0.0256481501271721 0.0134205670189566 0.000913642509958703 0 0 0 0 0.00247567647859778 0.00332612672542824 0 0.00723536647131177 0 0.00146500827729677 0 0 0 0.00879797646541296 0 0.000751376898165889
"oath" 0 0.0161569532602424 0.00106903850676701 0.010686729219655 0 0.00365457003983481 0 0.00249289524854166 0 0.00384437951714593 0 0.0041576584067853 0.00806581706726891 0.032559149120903 0.00240781093868509 0 0.00541447831501435 0.00520643515385016 0.00149505883056498 0.00219949411635324 0 0.00525963828716122
"originally" 0 0 0.00427615402706806 0.00427469168786201 0 0.0100500676095457 0.00570515746234596 0.00249289524854166 0 0.00768875903429187 0 0.00997838017628472 0 0 0.00842733828539783 0 0 0.00520643515385016 0.00149505883056498 0.00439898823270648 0.00242833379876398 0.00225413069449767
"preparing" 0.0829875518672199 0 0 0.00213734584393101 0 0.00274092752987611 0.00570515746234596 0.00249289524854166 0 0 0.00247567647859778 0.00498919008814236 0.00806581706726891 0.00723536647131177 0.00120390546934255 0.00293001655459353 0 0 0.00448517649169495 0 0.0121416689938199 0.00225413069449767
"strain" 0 0 0.00213807701353403 0.00427469168786201 0 0.00182728501991741 0 0.00498579049708331 0 0 0 0.00249459504407118 0.0161316341345378 0 0.00240781093868509 0 0 0.00130160878846254 0.00149505883056498 0.00659848234905972 0.00242833379876398 0.006762392083493
"temporary" 0 0 0 0 0 0.00456821254979352 0 0.00249289524854166 0 0.00384437951714593 0.00247567647859778 0.00997838017628472 0.0161316341345378 0.00361768323565589 0.00120390546934255 0 0 0.00520643515385016 0 0 0.00485666759752796 0.00375688449082945
"tokens" 0 0.00230813618003462 0 0 0 0.00182728501991741 0 0.00249289524854166 0 0 0 0 0 0 0.00361171640802764 0 0 0.00520643515385016 0 0.00219949411635324 0.0133558358932019 0.000751376898165889
"tomb" 0 0.00230813618003462 0.00106903850676701 0 0 0.000913642509958703 0 0.0249289524854166 0 0.0230662771028756 0.00990270591439111 0.0041576584067853 0 0 0.00240781093868509 0 0 0.00520643515385016 0.00299011766112997 0 0.00121416689938199 0.000751376898165889
"yielded" 0 0 0 0.014961420907517 0.00335514175473914 0.00274092752987611 0 0 0 0 0.00247567647859778 0.00332612672542824 0 0 0.00601952734671274 0 0 0.00911126151923778 0.00598023532225993 0 0.00364250069814597 0.00300550759266356
"ascertain" 0 0.00230813618003462 0 0.00213734584393101 0 0.00182728501991741 0 0.00249289524854166 0 0.0115331385514378 0.00247567647859778 0.00582072176949942 0.00806581706726891 0.0180884161782794 0.00120390546934255 0 0 0.00260321757692508 0.00299011766112997 0.00219949411635324 0.00485666759752796 0.00450826138899533
"bade" 0 0.00461627236006924 0.00106903850676701 0 0 0.00182728501991741 0.0171154723870379 0.00747868574562497 0 0 0 0.00083153168135706 0.00806581706726891 0.00723536647131177 0.00120390546934255 0.00732504138648383 0.00541447831501435 0.00130160878846254 0.00299011766112997 0.00219949411635324 0 0.000751376898165889
"childhood" 0 0 0.00534519253383507 0.00854938337572403 0.00335514175473914 0.00274092752987611 0 0.00747868574562497 0 0.00384437951714593 0.0148540588715867 0 0.0241974512018067 0 0.00481562187737019 0.0043950248318903 0 0 0.00299011766112997 0.0131969646981194 0.00364250069814597 0.00225413069449767
"civil" 0 0 0.00106903850676701 0.00213734584393101 0 0.00274092752987611 0 0.00249289524854166 0 0.00384437951714593 0 0.00748378513221354 0 0 0.00601952734671274 0 0 0.00260321757692508 0 0.00219949411635324 0.00242833379876398 0.0187844224541472
"erect" 0 0.0161569532602424 0.00213807701353403 0 0.00335514175473914 0.00548185505975222 0 0.00498579049708331 0 0.00768875903429187 0 0.00166306336271412 0.00806581706726891 0.00361768323565589 0.00361171640802764 0 0 0.00260321757692508 0 0 0.00242833379876398 0.00225413069449767
"fever" 0 0.00230813618003462 0.00320711552030104 0.00427469168786201 0 0.00182728501991741 0.00570515746234596 0.00498579049708331 0 0 0.00247567647859778 0.00166306336271412 0 0 0.00120390546934255 0.00586003310918707 0 0.00520643515385016 0 0 0.00364250069814597 0
"foes" 0 0 0.00213807701353403 0 0 0.00365457003983481 0 0.00997158099416662 0.0317762948840165 0 0 0.00083153168135706 0 0 0 0.00293001655459353 0.00541447831501435 0 0.00149505883056498 0 0 0.00150275379633178
"follows" 0 0 0.0074832695473691 0 0.00671028350947828 0.00456821254979352 0 0 0 0.0115331385514378 0.00495135295719555 0.0041576584067853 0.0161316341345378 0.00361768323565589 0 0.00146500827729677 0 0.00130160878846254 0.00149505883056498 0.00439898823270648 0.00607083449690995 0.00300550759266356
"forthwith" 0 0 0.00106903850676701 0 0 0.0118773526294631 0 0.00747868574562497 0 0 0 0.00166306336271412 0 0 0.00842733828539783 0 0.0108289566300287 0 0 0.00659848234905972 0.00242833379876398 0
"gramme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.221993610915588 0 0 0 0 0
"insensible" 0 0 0.00427615402706806 0.00641203753179302 0 0.000913642509958703 0 0.00498579049708331 0 0.00384437951714593 0.00247567647859778 0.00083153168135706 0 0.00723536647131177 0 0.0087900496637806 0 0.0130160878846254 0 0 0.00364250069814597 0.000751376898165889
"knave" 0 0 0.00855230805413611 0 0 0.000913642509958703 0.00570515746234596 0.00747868574562497 0 0 0 0.00249459504407118 0 0.00361768323565589 0 0.00146500827729677 0 0 0.00299011766112997 0 0 0.00751376898165889
"later" 0 0 0.00534519253383507 0 0.00335514175473914 0.00274092752987611 0.00570515746234596 0.00249289524854166 0 0 0.00742702943579333 0.00083153168135706 0.00806581706726891 0 0.00722343281605528 0.0102550579410774 0 0 0.00747529415282491 0.0109974705817662 0.00242833379876398 0.00300550759266356
"placing" 0 0 0.00213807701353403 0 0.00671028350947828 0 0.0171154723870379 0.00249289524854166 0 0.00384437951714593 0 0.00332612672542824 0 0.0108530497069677 0 0 0 0 0.00448517649169495 0.00219949411635324 0.00121416689938199 0.00300550759266356
"recently" 0 0 0.00855230805413611 0.00213734584393101 0.00335514175473914 0 0.00570515746234596 0 0 0 0.00247567647859778 0.0116414435389988 0 0.00723536647131177 0.00361171640802764 0.00146500827729677 0 0.00520643515385016 0.00149505883056498 0.00439898823270648 0 0.00225413069449767
"remorse" 0 0.0230813618003462 0.00320711552030104 0.00213734584393101 0 0 0 0.0124644762427083 0 0 0 0 0 0.00361768323565589 0.00842733828539783 0.0043950248318903 0 0.00390482636538762 0 0.00219949411635324 0.0109275020944379 0.00300550759266356
"sails" 0 0.00923254472013849 0 0.00213734584393101 0.0134205670189566 0.00274092752987611 0 0.00249289524854166 0 0.00384437951714593 0.00495135295719555 0 0 0 0 0.00146500827729677 0.016243434945043 0.00130160878846254 0.00598023532225993 0.00219949411635324 0 0
"slain" 0 0.00692440854010387 0 0 0 0.000913642509958703 0 0.00747868574562497 0 0 0.00742702943579333 0 0.00806581706726891 0.00361768323565589 0.00120390546934255 0 0.00541447831501435 0 0 0 0.00242833379876398 0.00525963828716122
"theatre" 0 0.036930178880554 0.00213807701353403 0.00213734584393101 0 0 0 0.0174502667397916 0 0 0.02228108830738 0.01413603858307 0 0.00723536647131177 0 0.0043950248318903 0 0.00780965273077524 0 0.00879797646541296 0.00364250069814597 0.00150275379633178
"treat" 0 0 0.00106903850676701 0.00641203753179302 0 0.00730914007966963 0 0 0 0.00768875903429187 0.00495135295719555 0.0041576584067853 0 0.00723536647131177 0.00120390546934255 0.00293001655459353 0.0108289566300287 0.00390482636538762 0.00149505883056498 0 0.00121416689938199 0.00450826138899533
"vacant" 0.0829875518672199 0.0115406809001731 0 0.012824075063586 0 0.000913642509958703 0.00570515746234596 0.00249289524854166 0 0 0.00247567647859778 0.00665225345085648 0 0 0.00481562187737019 0 0 0 0.00448517649169495 0 0.00364250069814597 0
"ve" 0 0 0 0 0 0 0 0 0 0 0.00247567647859778 0.00166306336271412 0 0.00361768323565589 0 0 0 0 0 0.00439898823270648 0 0
"visitors" 0 0 0 0.00854938337572403 0 0.00274092752987611 0 0.00997158099416662 0 0.00768875903429187 0 0.0166306336271412 0.00806581706726891 0 0.00240781093868509 0 0 0 0.0119604706445199 0 0 0
"warning" 0 0 0.00213807701353403 0.00213734584393101 0 0.00730914007966963 0.0171154723870379 0.00498579049708331 0 0 0 0.00083153168135706 0.00806581706726891 0.00723536647131177 0.00240781093868509 0.00293001655459353 0 0 0.00747529415282491 0 0.00728500139629193 0.00450826138899533
"whaling" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"wherein" 0 0 0.00213807701353403 0.00213734584393101 0.00671028350947828 0.0146182801593393 0 0.00498579049708331 0 0 0.00495135295719555 0.00748378513221354 0 0 0.00120390546934255 0.00293001655459353 0.0108289566300287 0 0 0.0263939293962389 0 0.00300550759266356
"wherever" 0 0.0115406809001731 0.00106903850676701 0.00427469168786201 0 0.00548185505975222 0 0 0 0 0.0123783823929889 0.00249459504407118 0 0 0.00601952734671274 0 0 0.00911126151923778 0.00149505883056498 0.00219949411635324 0 0.00525963828716122
"actual" 0 0 0.00106903850676701 0.00213734584393101 0 0.000913642509958703 0 0.00249289524854166 0 0.00384437951714593 0 0.00582072176949942 0.00806581706726891 0.00361768323565589 0.0120390546934255 0.00586003310918707 0 0 0.00299011766112997 0.00439898823270648 0.00607083449690995 0.0127734072688201
"additional" 0 0.00230813618003462 0.00106903850676701 0.00427469168786201 0.00671028350947828 0.00456821254979352 0.00570515746234596 0.00498579049708331 0 0.00384437951714593 0 0.013304506901713 0.0161316341345378 0 0.00120390546934255 0 0 0.0104128703077003 0 0 0.00121416689938199 0.00150275379633178
"appearances" 0 0 0.00427615402706806 0.00213734584393101 0 0 0.0171154723870379 0 0 0 0 0.00249459504407118 0.00806581706726891 0.00723536647131177 0.00120390546934255 0 0 0.00780965273077524 0.00747529415282491 0.00439898823270648 0.0267116717864038 0.00150275379633178
"aunt" 0 0 0 0.00213734584393101 0.00335514175473914 0 0 0 0 0 0 0.0157991019457841 0 0 0 0.0131850744956709 0 0 0.00299011766112997 0 0.00364250069814597 0.000751376898165889
"b" 0 0 0 0.0170987667514481 0.00335514175473914 0 0.0285257873117298 0 0.0317762948840165 0.00768875903429187 0.0123783823929889 0.00249459504407118 0 0 0 0.00293001655459353 0 0.00520643515385016 0.00448517649169495 0.00879797646541296 0 0.00300550759266356
"begun" 0 0.00230813618003462 0.00106903850676701 0.00213734584393101 0.00335514175473914 0.00182728501991741 0 0.00249289524854166 0 0 0.00742702943579333 0 0 0.00361768323565589 0.0108351492240829 0.0131850744956709 0.0108289566300287 0 0.00299011766112997 0.00219949411635324 0.00242833379876398 0.000751376898165889
"boldly" 0 0.00923254472013849 0.00106903850676701 0.010686729219655 0.00335514175473914 0.00274092752987611 0 0.00498579049708331 0 0 0 0 0 0.00361768323565589 0.00240781093868509 0 0 0 0.00747529415282491 0 0 0.00375688449082945
"canoe" 0 0 0 0 0.0134205670189566 0.00365457003983481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00121416689938199 0
"ceiling" 0 0.0161569532602424 0.00320711552030104 0 0.00671028350947828 0.00182728501991741 0 0 0 0 0 0.00166306336271412 0 0.00361768323565589 0.00361171640802764 0.00146500827729677 0 0 0 0.00659848234905972 0.00364250069814597 0.000751376898165889
"clearly" 0 0.00461627236006924 0.00534519253383507 0 0.0100654252642174 0.0100500676095457 0 0.00249289524854166 0.0317762948840165 0 0.00495135295719555 0.00083153168135706 0.00806581706726891 0 0.00120390546934255 0.00146500827729677 0 0.00260321757692508 0.00448517649169495 0.00219949411635324 0.00728500139629193 0
"clithero" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"concerns" 0 0 0.00106903850676701 0 0.00335514175473914 0.00456821254979352 0.00570515746234596 0 0 0.0153775180685837 0.00247567647859778 0.00748378513221354 0 0 0.00361171640802764 0 0 0.00390482636538762 0.00448517649169495 0.00219949411635324 0.00121416689938199 0.00601101518532711
"enable" 0 0.00230813618003462 0.00213807701353403 0.00641203753179302 0.00335514175473914 0.000913642509958703 0 0.00249289524854166 0 0.0153775180685837 0 0.0041576584067853 0 0 0.00240781093868509 0 0 0.00780965273077524 0.00448517649169495 0 0.00971333519505591 0.00601101518532711
"glided" 0 0.00461627236006924 0.00106903850676701 0.00213734584393101 0 0.000913642509958703 0 0.00747868574562497 0 0.00384437951714593 0 0.00083153168135706 0 0 0.00361171640802764 0 0 0 0.0224258824584747 0.00219949411635324 0.00364250069814597 0.00150275379633178
"inform" 0 0 0 0 0.00335514175473914 0.000913642509958703 0 0.00997158099416662 0 0.00384437951714593 0.00495135295719555 0.00249459504407118 0.00806581706726891 0.00361768323565589 0.00240781093868509 0.00732504138648383 0.00541447831501435 0.00520643515385016 0.00149505883056498 0.00659848234905972 0.0121416689938199 0.00225413069449767
"inquiries" 0 0 0.00106903850676701 0 0 0.000913642509958703 0 0 0 0.00384437951714593 0.00990270591439111 0.00249459504407118 0 0.00723536647131177 0.00120390546934255 0.00293001655459353 0 0 0.00149505883056498 0 0.0230691710882578 0.00150275379633178
"larger" 0 0.00230813618003462 0.00320711552030104 0.00427469168786201 0.00335514175473914 0.000913642509958703 0.00570515746234596 0.00747868574562497 0 0.00768875903429187 0.00990270591439111 0.0041576584067853 0 0 0.00361171640802764 0 0 0.00390482636538762 0 0.00219949411635324 0.00242833379876398 0.00225413069449767
"master^s" 0 0 0.00320711552030104 0.00213734584393101 0 0.000913642509958703 0 0.00498579049708331 0.0317762948840165 0.00768875903429187 0 0.00249459504407118 0.0241974512018067 0 0.00120390546934255 0.0278351572686386 0 0 0 0 0 0.00976789967615656
"minister" 0 0 0.00213807701353403 0.0512963002543442 0 0 0.00570515746234596 0 0.0317762948840165 0.0153775180685837 0 0 0.0241974512018067 0.00361768323565589 0.181789725870725 0 0 0.00130160878846254 0 0.00219949411635324 0.00607083449690995 0.00826514587982478
"monk" 0 0.138488170802077 0.00213807701353403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.091198588664464 0.00219949411635324 0 0.00150275379633178
"sink" 0.0829875518672199 0.00230813618003462 0.00106903850676701 0.00213734584393101 0 0.000913642509958703 0 0.00498579049708331 0 0 0.00247567647859778 0.00332612672542824 0 0 0.00361171640802764 0.00146500827729677 0 0.00520643515385016 0.00149505883056498 0 0.00607083449690995 0.00150275379633178
"tied" 0.0829875518672199 0.00461627236006924 0.00320711552030104 0.00427469168786201 0.00671028350947828 0.00182728501991741 0 0 0 0.00768875903429187 0 0.0041576584067853 0.0322632682690757 0.00723536647131177 0.00120390546934255 0.0087900496637806 0 0 0.00149505883056498 0 0 0.00225413069449767
"working" 0 0.00692440854010387 0.00534519253383507 0 0.0100654252642174 0.000913642509958703 0 0 0 0 0 0.00166306336271412 0.00806581706726891 0 0.00240781093868509 0.00146500827729677 0 0 0.00149505883056498 0.00439898823270648 0 0.00300550759266356
"abdalla" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"composure" 0 0.00461627236006924 0 0.00427469168786201 0 0.000913642509958703 0 0 0.0317762948840165 0 0.00742702943579333 0.00083153168135706 0.00806581706726891 0.00361768323565589 0.00120390546934255 0 0 0.00260321757692508 0.00299011766112997 0 0.00728500139629193 0.00826514587982478
"countries" 0 0 0.00213807701353403 0 0.00671028350947828 0.00730914007966963 0 0 0 0.0384437951714593 0.0123783823929889 0.00083153168135706 0 0.00723536647131177 0.00120390546934255 0 0 0.00260321757692508 0.00598023532225993 0.00659848234905972 0.00121416689938199 0.00225413069449767
"determination" 0 0 0 0.00213734584393101 0 0.00456821254979352 0.0114103149246919 0 0 0.00768875903429187 0.00495135295719555 0.00582072176949942 0.0161316341345378 0 0 0.0043950248318903 0.00541447831501435 0.00520643515385016 0.00149505883056498 0.00219949411635324 0.00364250069814597 0.00300550759266356
